,gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,date2,time,dragon_control,baron_control
4510,ESPORTSTMNT05/1410145,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410145?gameHash=0582c5c58cd34176,LEC,2020,Spring,0,2020-02-14 20:38:50,1,10.03,100,Blue,team,,G2 Esports,,Pantheon,Yuumi,Jarvan IV,Elise,Gangplank,1773,0,11,23,20,11,23,1.0,0.0,0.0,0.0,1.0,,,,0.3723,1.1168,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,11.0,0.0,0.0,0.0,2.0,43576,1474.6531,,2580.9475,2136.819,119,4.0271,45,1.5228,36,222.0,7.5127,48905,29442,996.3452,,44710.0,-0.15368099999999998,,639.0,167,108,26,27.2758,15894.0,17655.0,252.0,16583.0,19449.0,325.0,-689.0,-1794.0,-73.0,26610.0,29491.0,395.0,27697.0,31330.0,503.0,-1087.0,-1839.0,-108.0,2020-02-14,20:38:50,0.0,0.0
4930,ESPORTSTMNT05/1400217,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1400217?gameHash=637fd0f809f5be8e,LEC,2020,Spring,0,2020-02-15 17:38:52,1,10.03,100,Blue,team,,G2 Esports,,Xayah,Jarvan IV,Miss Fortune,Braum,Thresh,2521,0,8,27,20,8,27,0.0,0.0,0.0,0.0,0.0,,,,0.1904,0.833,0.0,2.0,4.0,2.0,4.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,9.0,10.0,1.0,1.0,3.0,3.0,82855,1971.9556,,3615.5891,4798.691,179,4.2602,64,1.5232,62,336.0,7.9968,73592,46500,1106.7037,,72550.0,-0.0249501,,1140.0,281,170,39,33.8199,14289.0,17307.0,312.0,15489.0,17799.0,306.0,-1200.0,-492.0,6.0,24772.0,29044.0,526.0,24094.0,29184.0,512.0,678.0,-140.0,14.0,2020-02-15,17:38:52,0.3333333333333333,0.25
5074,ESPORTSTMNT01/1296638,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1296638?gameHash=2c8f95497cc7ff14,LCK,2020,Spring,0,2020-02-16 06:06:01,1,10.02,100,Blue,team,,DAMWON Gaming,,Olaf,Aphelios,Mordekaiser,Yasuo,Braum,1717,1,17,2,47,17,2,2.0,0.0,0.0,0.0,1.0,,,,0.5941,0.6639,1.0,4.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,0.0,1.0,1.0,3.0,0.0,56227,1964.834,,2525.8358,2723.0285,97,3.3896,75,2.6209,37,264.0,9.2254,58878,39987,1397.3326,,50580.0,0.22378499999999998,,874.0,228,124,30,38.509,16054.0,18827.0,359.0,15569.0,18931.0,364.0,485.0,-104.0,-5.0,26522.0,32026.0,597.0,23741.0,30505.0,563.0,2781.0,1521.0,34.0,2020-02-16,06:06:01,1.0,1.0
5087,ESPORTSTMNT01/1296656,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1296656?gameHash=0c3cb1103d1f16fb,LCK,2020,Spring,0,2020-02-16 08:40:41,2,10.02,200,Red,team,,DAMWON Gaming,,Olaf,Ornn,Aphelios,Gragas,Jarvan IV,1982,1,13,7,31,13,7,1.0,0.0,0.0,0.0,0.0,,,,0.3935,0.6054,1.0,4.0,1.0,4.0,1.0,0.0,3.0,1.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,9.0,6.0,0.0,0.0,1.0,0.0,69216,2095.338,,1976.5489,2816.2765,118,3.5721,60,1.8163,46,275.0,8.3249,62235,40641,1230.3027,,53600.0,0.0703374,,893.0,237,128,43,34.2079,14723.0,17879.0,328.0,14720.0,17753.0,318.0,3.0,126.0,10.0,24248.0,29251.0,557.0,22995.0,29471.0,523.0,1253.0,-220.0,34.0,2020-02-16,08:40:41,0.8,1.0
5651,ESPORTSTMNT02/1283124,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1283124?gameHash=f47e487d6547cf4b,LCK,2020,Spring,0,2020-02-20 07:40:03,1,10.03,200,Red,team,,DAMWON Gaming,,Aphelios,Qiyana,Ornn,Soraka,Nautilus,2080,0,1,13,3,1,13,0.0,0.0,0.0,0.0,0.0,,,,0.0288,0.4038,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,10.0,0.0,0.0,0.0,1.0,66250,1911.0577,,2453.3654,2375.6827,105,3.0288,60,1.7308,46,245.0,7.0673,55738,33144,956.0769,,54683.0,-0.0902273,,982.0,247,175,21,35.4519,15247.0,19512.0,356.0,16199.0,19482.0,351.0,-952.0,30.0,5.0,23703.0,31790.0,571.0,24287.0,30331.0,538.0,-584.0,1459.0,33.0,2020-02-20,07:40:03,0.0,0.0
5674,ESPORTSTMNT02/1283134,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1283134?gameHash=b7125c84f4b5842c,LCK,2020,Spring,0,2020-02-20 08:45:26,2,10.03,100,Blue,team,,DAMWON Gaming,,Azir,Aphelios,Yuumi,Olaf,Irelia,1716,1,6,2,17,6,2,2.0,0.0,0.0,0.0,1.0,,,,0.2098,0.2797,1.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,1.0,1.0,1.0,2.0,0.0,30408,1063.2168,,1417.5524,1983.8462,96,3.3566,59,2.0629,43,246.0,8.6014,54451,35570,1243.7063,,49300.0,0.207051,,885.0,211,118,25,38.3217,15935.0,19151.0,350.0,14923.0,18150.0,322.0,1012.0,1001.0,28.0,24985.0,30031.0,554.0,22387.0,28762.0,518.0,2598.0,1269.0,36.0,2020-02-20,08:45:26,0.75,1.0
5687,ESPORTSTMNT02/1283146,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1283146?gameHash=7bb05e86a304ac69,LCK,2020,Spring,0,2020-02-20 09:38:46,3,10.03,200,Red,team,,DAMWON Gaming,,Aphelios,Ornn,Azir,Qiyana,Taliyah,1766,1,12,5,35,12,5,3.0,0.0,0.0,0.0,1.0,,,,0.4077,0.5776,0.0,3.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.0,1.0,1.0,2.0,0.0,51607,1753.3522,,1565.7758,1637.2254,131,4.4507,43,1.4609,44,260.0,8.8335,54972,35581,1208.8675,,45033.0,0.0442134,,836.0,207,125,31,35.436,17211.0,18246.0,335.0,14393.0,17428.0,310.0,2818.0,818.0,25.0,26011.0,28907.0,519.0,23265.0,28927.0,489.0,2746.0,-20.0,30.0,2020-02-20,09:38:46,0.75,0.0
6094,ESPORTSTMNT05/1410740,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410740?gameHash=478a69ee1777ea1a,LEC,2020,Spring,0,2020-02-21 18:37:24,1,10.03,100,Blue,team,,G2 Esports,,Ezreal,Rakan,Jarvan IV,Yasuo,Braum,1779,1,23,8,52,23,8,2.0,0.0,0.0,0.0,1.0,,,,0.7757,1.0455,1.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,2.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,2.0,1.0,1.0,2.0,0.0,67595,2279.7639,,2895.8179,2742.9005,102,3.4401,46,1.5514,35,215.0,7.2513,58138,38614,1302.3272,,52825.0,0.09404889999999999,,700.0,243,148,40,31.8044,15614.0,19680.0,315.0,16442.0,18250.0,344.0,-828.0,1430.0,-29.0,25238.0,31831.0,514.0,24482.0,28545.0,513.0,756.0,3286.0,1.0,2020-02-21,18:37:24,1.0,1.0
6503,ESPORTSTMNT05/1400908,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1400908?gameHash=2e5f7ac2e12c6fcb,LEC,2020,Spring,0,2020-02-22 18:58:11,1,10.03,200,Red,team,,G2 Esports,,Rakan,Soraka,Ornn,Ezreal,Aphelios,1898,0,7,19,15,7,19,0.0,0.0,0.0,0.0,1.0,,,,0.2213,0.8219,0.0,2.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,11.0,1.0,1.0,0.0,3.0,45065,1424.6048,,2923.0875,3118.7355,105,3.3193,34,1.0748,37,205.0,6.4805,51914,31176,985.5427,,50295.0,-0.106773,,803.0,206,147,16,31.8967,15101.0,17406.0,297.0,13627.0,15754.0,284.0,1474.0,1652.0,13.0,25337.0,28517.0,489.0,22335.0,26228.0,475.0,3002.0,2289.0,14.0,2020-02-22,18:58:11,0.4,0.0
6779,ESPORTSTMNT02/1294689,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1294689?gameHash=7aa0211f8debf148,LCK,2020,Spring,0,2020-02-23 11:01:30,1,10.03,200,Red,team,,DAMWON Gaming,,Aphelios,Olaf,Rek'Sai,Tahm Kench,Renekton,1936,0,5,12,17,5,12,1.0,1.0,0.0,0.0,1.0,,,,0.155,0.5269,1.0,2.0,3.0,2.0,3.0,1.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,1.0,60639,1879.3079,,2574.0186,3103.8533,139,4.3079,74,2.2934,51,255.0,7.9029,51188,30063,931.7045,,49125.0,-0.034272699999999996,,862.0,177,124,11,32.2004,14641.0,18523.0,335.0,15078.0,18698.0,344.0,-437.0,-175.0,-9.0,22902.0,28806.0,519.0,22791.0,29884.0,551.0,111.0,-1078.0,-32.0,2020-02-23,11:01:30,0.4,1.0
6826,ESPORTSTMNT02/1294719,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1294719?gameHash=450ea7ac75fc3210,LCK,2020,Spring,0,2020-02-23 12:21:34,2,10.03,100,Blue,team,,DAMWON Gaming,,Ezreal,Aphelios,Renekton,Morgana,Tahm Kench,2086,0,10,23,21,10,23,2.0,1.0,0.0,0.0,0.0,,,,0.2876,0.9492,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,9.0,0.0,0.0,0.0,3.0,69334,1994.2665,,3444.1898,3081.3998,111,3.1927,37,1.0642,42,219.0,6.2991,61338,38683,1112.6462,,55933.0,-0.056549199999999994,,947.0,171,116,11,32.1572,15570.0,18410.0,326.0,15418.0,18830.0,318.0,152.0,-420.0,8.0,23755.0,29026.0,522.0,25318.0,31737.0,532.0,-1563.0,-2711.0,-10.0,2020-02-23,12:21:34,0.2,0.0
7415,ESPORTSTMNT02/1296231,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1296231?gameHash=439707672794b3e4,LCK,2020,Spring,0,2020-02-27 10:44:06,1,10.03,200,Red,team,,DAMWON Gaming,,Aphelios,Ornn,Kalista,Ezreal,Quinn,2008,1,15,5,36,15,5,2.0,1.0,1.0,0.0,1.0,,,,0.4482,0.5976,1.0,5.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,3.0,1.0,1.0,3.0,0.0,66877,1998.3167,,2823.1375,2659.99,117,3.496,68,2.0319,44,285.0,8.5159,65051,43191,1290.5677,,56475.0,0.11105699999999999,,930.0,225,125,24,34.512,15604.0,18833.0,325.0,14989.0,18018.0,313.0,615.0,815.0,12.0,25665.0,30796.0,523.0,22436.0,28855.0,502.0,3229.0,1941.0,21.0,2020-02-27,10:44:06,1.0,1.0
7426,ESPORTSTMNT02/1296263,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1296263?gameHash=6259e9e8a9af5281,LCK,2020,Spring,0,2020-02-27 12:10:56,2,10.03,100,Blue,team,,DAMWON Gaming,,Azir,Soraka,Yuumi,Gragas,Sejuani,1609,0,6,17,11,6,17,1.0,0.0,0.0,0.0,0.0,,,,0.2237,0.8577,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,44872,1673.2878,,3008.8751,2326.762,69,2.573,40,1.4916,29,159.0,5.9291,42406,24616,917.9366,,38800.0,-0.18496500000000002,,714.0,161,111,18,32.629,14628.0,18136.0,323.0,18137.0,19746.0,303.0,-3509.0,-1610.0,20.0,23557.0,29826.0,530.0,26479.0,32204.0,500.0,-2922.0,-2378.0,30.0,2020-02-27,12:10:56,0.5,0.0
7439,ESPORTSTMNT02/1296276,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1296276?gameHash=c00a47e4677c160a,LCK,2020,Spring,0,2020-02-27 12:59:53,3,10.03,200,Red,team,,DAMWON Gaming,,Aphelios,Ornn,Sett,LeBlanc,Azir,2017,1,18,8,48,18,8,3.0,0.0,0.0,0.0,0.0,,,,0.5354,0.7734,0.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,1.0,1.0,0.0,67592,2010.6693,,2670.5801,2370.0446,149,4.4323,75,2.231,44,340.0,10.114,62689,40738,1211.8394,,55553.0,0.0215609,,954.0,236,156,19,35.3991,14700.0,18459.0,321.0,15661.0,19199.0,322.0,-961.0,-740.0,-1.0,24152.0,31084.0,528.0,24921.0,30950.0,538.0,-769.0,134.0,-10.0,2020-02-27,12:59:53,0.4,0.0
7810,ESPORTSTMNT06/1160134,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1160134?gameHash=cfcb4703e16d917e,LEC,2020,Spring,0,2020-02-28 20:45:58,1,10.04,100,Blue,team,,G2 Esports,,Ezreal,Karthus,Aphelios,Gangplank,Orianna,1561,1,19,8,47,19,8,1.0,0.0,0.0,0.0,1.0,,,,0.7303,1.0378,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,1.0,1.0,4.0,0.0,70596,2713.4914,,2626.7008,1418.5522,69,2.6521,20,0.7687,32,162.0,6.2268,48805,31505,1210.9545,,43610.0,0.103004,,603.0,135,88,13,28.3664,15359.0,16610.0,289.0,13920.0,15757.0,252.0,1439.0,853.0,37.0,24847.0,26710.0,451.0,21970.0,25270.0,400.0,2877.0,1440.0,51.0,2020-02-28,20:45:58,0.0,0.0
7954,ESPORTSTMNT02/1286962,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1286962?gameHash=193885d8561cd9a9,LCK,2020,Spring,0,2020-02-29 09:46:33,1,10.03,100,Blue,team,,DAMWON Gaming,,Pantheon,Elise,Sett,Yuumi,Ryze,1546,1,13,4,33,13,4,2.0,1.0,0.0,0.0,1.0,,,,0.5045,0.6598,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,1.0,1.0,1.0,2.0,0.0,41718,1619.0686,,2313.7646,1664.7089,78,3.0272,39,1.5136,31,188.0,7.2962,51224,34077,1322.5226,,45285.0,0.20585,,748.0,181,107,13,36.0543,16054.0,18966.0,324.0,14785.0,17621.0,288.0,1269.0,1345.0,36.0,25746.0,31341.0,550.0,22548.0,28920.0,486.0,3198.0,2421.0,64.0,2020-02-29,09:46:33,0.75,1.0
8039,ESPORTSTMNT02/1287022,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1287022?gameHash=61a6924a0c28e4a3,LCK,2020,Spring,0,2020-02-29 11:36:07,2,10.03,200,Red,team,,DAMWON Gaming,,Elise,Aphelios,Pantheon,Karthus,Olaf,1804,0,12,20,22,12,20,1.0,0.0,0.0,0.0,1.0,,,,0.3991,1.0643,1.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,10.0,1.0,1.0,0.0,2.0,52241,1737.5055,,2534.0355,2004.6785,121,4.0244,32,1.0643,50,231.0,7.6829,52126,32347,1075.8426,,49575.0,-0.028827,,749.0,193,119,32,31.3304,15405.0,18079.0,304.0,14173.0,16899.0,302.0,1232.0,1180.0,2.0,26215.0,28621.0,457.0,24960.0,27372.0,433.0,1255.0,1249.0,24.0,2020-02-29,11:36:07,0.25,0.0
8074,ESPORTSTMNT02/1287048,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1287048?gameHash=02d8d71874c4dcff,LCK,2020,Spring,0,2020-02-29 12:31:58,3,10.03,100,Blue,team,,DAMWON Gaming,,Elise,Pantheon,Ornn,Tahm Kench,Ezreal,2539,0,10,14,21,10,14,2.0,1.0,1.0,0.0,0.0,,,,0.2363,0.5672,0.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,11.0,1.0,0.0,0.0,5.0,65296,1543.0327,,2991.54,2307.9086,151,3.5683,48,1.1343,59,260.0,6.1442,67948,40672,961.1343,,64500.0,-0.101587,,1125.0,182,111,17,30.8862,14783.0,16568.0,278.0,17063.0,16969.0,281.0,-2280.0,-401.0,-3.0,22662.0,27662.0,482.0,25851.0,28609.0,497.0,-3189.0,-947.0,-15.0,2020-02-29,12:31:58,0.3333333333333333,0.5
8290,ESPORTSTMNT06/1170241,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1170241?gameHash=e424b568c89098c7&amp;tab=overview,LEC,2020,Spring,0,2020-02-29 19:29:32,1,10.04,100,Blue,team,,G2 Esports,,Sett,Aphelios,Karthus,Thresh,LeBlanc,1621,1,21,11,50,21,11,4.0,0.0,0.0,0.0,1.0,,,,0.7773,1.1845,1.0,4.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,1.0,4.0,0.0,80893,2994.1888,,3343.3436,2759.3708,72,2.665,27,0.9994,27,174.0,6.4405,51853,33941,1256.2986,,46785.0,0.084893,,656.0,149,84,24,29.7964,15489.0,18373.0,307.0,14558.0,17754.0,312.0,931.0,619.0,-5.0,26380.0,29865.0,457.0,22676.0,27967.0,464.0,3704.0,1898.0,-7.0,2020-02-29,19:29:32,1.0,0.0
9154,ESPORTSTMNT03/1332603,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1332603?gameHash=4a35cb544574c02f,LCK,2020,Spring,0,2020-03-04 07:08:22,1,10.04,100,Blue,team,,DAMWON Gaming,,Elise,Sett,Olaf,Jarvan IV,Rek'Sai,1988,0,7,18,8,7,18,1.0,0.0,0.0,0.0,1.0,,,,0.2113,0.7545,1.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,1.0,0.0,0.0,1.0,56765,1713.2294,,3160.8954,3092.6258,118,3.5614,39,1.1771,59,224.0,6.7606,52359,30703,926.6499,,50260.0,-0.0507102,,856.0,213,155,9,32.2636,15813.0,19390.0,333.0,16303.0,20166.0,344.0,-490.0,-776.0,-11.0,25920.0,31077.0,525.0,25181.0,30995.0,526.0,739.0,82.0,-1.0,2020-03-04,07:08:22,0.2,0.0
9167,ESPORTSTMNT03/1332642,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1332642?gameHash=8e224411e13e4c3a,LCK,2020,Spring,0,2020-03-04 08:51:37,2,10.04,200,Red,team,,DAMWON Gaming,,Aphelios,Sett,Ornn,Nautilus,Rumble,1991,0,11,21,19,11,21,0.0,0.0,0.0,0.0,1.0,,,,0.3315,0.9643,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,10.0,0.0,0.0,0.0,2.0,65066,1960.8036,,2717.6896,2261.2858,131,3.9478,50,1.5068,52,250.0,7.5339,53920,32234,971.3913,,54668.0,-0.131855,,852.0,158,112,8,30.437,15251.0,17621.0,310.0,17702.0,20453.0,342.0,-2451.0,-2832.0,-32.0,23816.0,27688.0,459.0,29036.0,32031.0,543.0,-5220.0,-4343.0,-84.0,2020-03-04,08:51:37,0.0,0.0
9815,ESPORTSTMNT06/1160600,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1160600?gameHash=1b36f192d1ad755a,LEC,2020,Spring,0,2020-03-06 20:53:19,1,10.04,200,Red,team,,G2 Esports,,Ornn,Karthus,Gragas,Corki,LeBlanc,1978,1,17,12,40,17,12,1.0,0.0,0.0,0.0,1.0,,,,0.5157,0.8797,1.0,4.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,10.0,3.0,0.0,0.0,1.0,0.0,77790,2359.6562,,3408.8069,2938.544,133,4.0344,51,1.547,48,272.0,8.2508,61301,39747,1205.6724,,54691.0,0.06568210000000001,,831.0,225,134,32,32.0324,15466.0,17899.0,309.0,15100.0,17433.0,304.0,366.0,466.0,5.0,24041.0,29070.0,500.0,25289.0,28731.0,485.0,-1248.0,339.0,15.0,2020-03-06,20:53:19,1.0,1.0
10379,ESPORTSTMNT06/1170642,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1170642?gameHash=960fe7d412e33c8a&amp;tab=overview,LEC,2020,Spring,0,2020-03-07 19:46:50,1,10.04,200,Red,team,,G2 Esports,,Ornn,Pantheon,Aphelios,Tristana,Xayah,2080,1,11,6,36,11,6,1.0,0.0,0.0,0.0,1.0,,,,0.3173,0.4904,1.0,3.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,8.0,6.0,0.0,0.0,1.0,0.0,62361,1798.875,,2481.0,1956.75,147,4.2404,58,1.6731,44,290.0,8.3654,59395,36801,1061.5673,,52208.0,-0.0295336,,791.0,208,152,9,28.8173,14771.0,18195.0,296.0,15088.0,18327.0,329.0,-317.0,-132.0,-33.0,22600.0,28854.0,467.0,24355.0,29059.0,525.0,-1755.0,-205.0,-58.0,2020-03-07,19:46:50,0.6,1.0
11051,5954-7309,complete,https://lpl.qq.com/es/stats.shtml?bmid=5954,LPL,2020,Spring,0,2020-03-09 11:47:00,1,10.04,200,Red,team,,Top Esports,,Rumble,Pantheon,Blitzcrank,Morgana,Braum,1872,0,11,22,26,11,22,1.0,0.0,0.0,0.0,1.0,,,,0.3526,1.0577,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,2.0,63349,2030.4167,,2954.2308,3305.1923,98,3.141,40,1.2821,37,210.0,6.7308,53303,32831,1052.2756,,50910.0,-0.012977500000000001,,,199,148,4,,15325.0,18301.0,325.0,15725.0,19407.0,321.0,-400.0,-1106.0,4.0,23837.0,30699.0,556.0,25164.0,30420.0,516.0,-1327.0,279.0,40.0,2020-03-09,11:47:00,0.25,1.0
11063,5954-7310,complete,https://lpl.qq.com/es/stats.shtml?bmid=5954,LPL,2020,Spring,0,2020-03-09 12:37:00,2,10.04,200,Red,team,,Top Esports,,Rumble,Pantheon,Miss Fortune,Varus,Kalista,1944,0,10,21,30,10,21,1.0,0.0,0.0,0.0,0.0,,,,0.3086,0.9568,0.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,9.0,0.0,0.0,0.0,1.0,46411,1432.4383,,2514.784,2549.1975,97,2.9938,54,1.6667,40,233.0,7.1914,52308,31101,959.9074,,52530.0,-0.08860180000000001,,,162,113,8,,15904.0,17823.0,275.0,16668.0,18006.0,314.0,-764.0,-183.0,-39.0,25466.0,28482.0,435.0,25745.0,28788.0,495.0,-279.0,-306.0,-60.0,2020-03-09,12:37:00,0.2,0.0
11194,5956-7313,partial,https://lpl.qq.com/es/stats.shtml?bmid=5956,LPL,2020,Spring,0,2020-03-10 11:21:00,1,10.04,100,Blue,team,,Suning,,Olaf,Lee Sin,Mordekaiser,Thresh,Nautilus,2856,0,15,31,39,15,31,2.0,0.0,0.0,0.0,1.0,,,,0.3151,0.9664,0.0,1.0,5.0,,,,,,,1.0,,,1.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,183889,3863.2143,,4414.5378,3689.3487,190,3.9916,99,2.0798,68,383.0,8.0462,77020,46511,977.1218,,73683.0,-0.034569699999999995,,,293,202,45,,15250.0,18177.0,317.0,14715.0,18715.0,314.0,535.0,-538.0,3.0,24556.0,30858.0,522.0,27317.0,33658.0,540.0,-2761.0,-2800.0,-18.0,2020-03-10,11:21:00,0.16666666666666666,0.0
11207,5956-7314,complete,https://lpl.qq.com/es/stats.shtml?bmid=5956,LPL,2020,Spring,0,2020-03-10 12:29:00,2,10.04,200,Red,team,,Suning,,Sett,Aphelios,Lee Sin,Thresh,Rek'Sai,1707,1,16,1,37,16,1,2.0,0.0,0.0,0.0,1.0,,,,0.5624,0.5975,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,3.0,1.0,1.0,2.0,0.0,65229,2292.7592,,2591.3884,2926.7838,128,4.4991,69,2.4253,46,272.0,9.5606,55492,36703,1290.0879,,50230.0,0.186646,,,183,92,37,,17195.0,19032.0,338.0,15024.0,17499.0,321.0,2171.0,1533.0,17.0,26522.0,30072.0,552.0,23733.0,26853.0,501.0,2789.0,3219.0,51.0,2020-03-10,12:29:00,1.0,1.0
