gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
ESPORTSTMNT02/1323134,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1323134?gameHash=5a6bdf70f4b214c6,LCK,2020,Spring,0,4/3/2020 11:02,1,10.06,6,Red,top,Nuguri,DAMWON Gaming,Ornn,Sett,Elise,Taric,Blitzcrank,Rumble,2500,1,2,2,12,16,9,0,0,0,0,1,0,1,0,0.384,0.6,,,,,,,,,,,,,,,,,,,,,,,,0,0,11404,273.696,0.138193,701.304,1301.664,22,0.528,10,0.24,9,45,1.08,14361,8985,215.64,0.187999,13175,,269,259,10,3,1,6.456,3222,4574,60,3631,4574,84,-409,0,-24,5206,7598,118,5639,6995,132,-433,603,-14
ESPORTSTMNT02/1323134,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1323134?gameHash=5a6bdf70f4b214c6,LCK,2020,Spring,0,4/3/2020 11:02,1,10.06,7,Red,jng,Canyon,DAMWON Gaming,Rek'Sai,Sett,Elise,Taric,Blitzcrank,Rumble,2500,1,2,1,6,16,9,0,0,0,0,1,0,1,0,0.384,0.6,,,,,,,,,,,,,,,,,,,,,,,,1,0,5033,120.792,0.0609898,702.504,516.24,18,0.432,25,0.6,18,80,1.92,12450,7074,169.776,0.148015,10950,,197,40,157,96,7,4.728,2736,2457,51,3325,2901,57,-589,-444,-6,4251,3841,83,4630,4475,80,-379,-634,3
ESPORTSTMNT02/1323134,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1323134?gameHash=5a6bdf70f4b214c6,LCK,2020,Spring,0,4/3/2020 11:02,1,10.06,8,Red,mid,ShowMaker,DAMWON Gaming,Ekko,Sett,Elise,Taric,Blitzcrank,Rumble,2500,1,4,2,7,16,9,0,0,0,0,1,1,0,0,0.384,0.6,,,,,,,,,,,,,,,,,,,,,,,,0,0,17097,410.328,0.207181,624.624,681.192,16,0.384,3,0.072,7,33,0.792,17638,12262,294.288,0.256562,17875,,372,344,28,17,8,8.928,3867,4843,82,3459,4503,81,408,340,1,5851,8082,142,5176,7197,130,675,885,12
ESPORTSTMNT02/1323134,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1323134?gameHash=5a6bdf70f4b214c6,LCK,2020,Spring,0,4/3/2020 11:02,1,10.06,9,Red,bot,Ghost,DAMWON Gaming,Varus,Sett,Elise,Taric,Blitzcrank,Rumble,2500,1,8,1,5,16,9,2,0,0,0,0,0,0,0,0.384,0.6,,,,,,,,,,,,,,,,,,,,,,,,0,0,46360,1112.64,0.56179,247.32,149.496,24,0.576,18,0.432,11,67,1.608,20766,15390,369.36,0.322009,17125,,421,386,35,21,4,10.104,3467,3366,91,2885,3044,68,582,322,23,5957,5530,141,5006,5445,125,951,85,16
ESPORTSTMNT02/1323134,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1323134?gameHash=5a6bdf70f4b214c6,LCK,2020,Spring,0,4/3/2020 11:02,1,10.06,10,Red,sup,BeryL,DAMWON Gaming,Thresh,Sett,Elise,Taric,Blitzcrank,Rumble,2500,1,0,3,7,16,9,0,0,0,0,1,0,1,0,0.384,0.6,,,,,,,,,,,,,,,,,,,,,,,,0,0,2628,63.072,0.0318461,400.632,479.448,71,1.704,23,0.552,23,139,3.336,9458,4082,97.968,0.0854148,8525,,42,42,0,0,0,1.008,2311,2473,14,2067,2409,12,244,64,2,3227,3253,20,3058,3474,17,169,-221,3
ESPORTSTMNT02/1323169,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1323169?gameHash=747b510ccfe4aab5,LCK,2020,Spring,0,4/3/2020 12:46,2,10.06,1,Blue,top,Nuguri,DAMWON Gaming,Kennen,Elise,Varus,Trundle,Lee Sin,Sylas,2619,1,6,3,6,21,11,0,0,0,0,0,0,0,1,0.4811,0.7331,,,,,,,,,,,,,,,,,,,,,,,,1,0,17165,393.2417,0.176611,423.7801,414.3643,9,0.2062,12,0.2749,4,43,0.9851,16210,10592,242.6575,0.214266,14900,,326,293,33,19,8,7.4685,3494,5230,86,4470,4624,92,-976,606,-6,4670,6740,111,6987,7151,140,-2317,-411,-29
ESPORTSTMNT02/1323169,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1323169?gameHash=747b510ccfe4aab5,LCK,2020,Spring,0,4/3/2020 12:46,2,10.06,2,Blue,jng,Canyon,DAMWON Gaming,Jarvan IV,Elise,Varus,Trundle,Lee Sin,Sylas,2619,1,2,2,16,21,11,0,0,0,0,0,0,0,0,0.4811,0.7331,,,,,,,,,,,,,,,,,,,,,,,,0,0,9331,213.7686,0.0960068,742.4284,1126.0252,20,0.4582,14,0.3207,19,57,1.3058,12327,6709,153.6999,0.135714,10775,,150,27,123,71,9,3.4364,3096,3296,60,3662,3710,65,-566,-414,-5,4415,5099,90,5109,5208,88,-694,-109,2
ESPORTSTMNT02/1323169,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1323169?gameHash=747b510ccfe4aab5,LCK,2020,Spring,0,4/3/2020 12:46,2,10.06,3,Blue,mid,ShowMaker,DAMWON Gaming,Zoe,Elise,Varus,Trundle,Lee Sin,Sylas,2619,1,0,2,15,21,11,0,0,0,0,0,0,0,0,0.4811,0.7331,,,,,,,,,,,,,,,,,,,,,,,,0,1,31663,725.3837,0.325781,334.4788,178.0298,29,0.6644,9,0.2062,13,76,1.7411,15364,9746,223.2761,0.197152,13975,,259,237,22,16,6,5.9336,4021,4886,99,3116,4612,70,905,274,29,6414,7097,139,4176,5787,89,2238,1310,50
ESPORTSTMNT02/1323169,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1323169?gameHash=747b510ccfe4aab5,LCK,2020,Spring,0,4/3/2020 12:46,2,10.06,4,Blue,bot,Ghost,DAMWON Gaming,Aphelios,Elise,Varus,Trundle,Lee Sin,Sylas,2619,1,12,3,2,21,11,4,1,0,0,0,0,0,0,0.4811,0.7331,,,,,,,,,,,,,,,,,,,,,,,,1,0,33295,762.7721,0.342573,294.3643,601.26,25,0.5727,19,0.4353,11,67,1.5349,23583,17965,411.5693,0.36342,22175,,443,348,95,59,16,10.1489,4459,3722,85,3120,3269,80,1339,453,5,6260,5579,141,4865,5112,131,1395,467,10
ESPORTSTMNT02/1323169,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1323169?gameHash=747b510ccfe4aab5,LCK,2020,Spring,0,4/3/2020 12:46,2,10.06,5,Blue,sup,BeryL,DAMWON Gaming,Thresh,Elise,Varus,Trundle,Lee Sin,Sylas,2619,1,1,1,15,21,11,0,0,0,0,0,0,0,0,0.4811,0.7331,,,,,,,,,,,,,,,,,,,,,,,,0,0,5737,131.4318,0.0590281,321.9244,452.1649,78,1.7869,21,0.4811,29,132,3.0241,10040,4422,101.3058,0.0894486,9320,,47,47,0,0,0,1.0767,2406,2384,15,1995,2057,10,411,327,5,3453,3640,24,3062,3521,20,391,119,4
ESPORTSTMNT02/1333684,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1333684?gameHash=a7ad0cfd9bf9c8cc,LCK,2020,Spring,0,4/5/2020 5:03,1,10.06,1,Blue,top,Nuguri,DAMWON Gaming,Jayce,LeBlanc,Varus,Olaf,Taric,Thresh,1544,1,3,3,3,10,6,0,0,0,0,0,0,0,0,0.3886,0.6218,,,,,,,,,,,,,,,,,,,,,,,,0,0,14975,581.9301,0.384981,532.5777,312.6684,12,0.4663,6,0.2332,4,26,1.0104,10893,7468,290.2073,0.233984,9770,,228,192,36,16,8,8.8601,3755,5078,93,2881,4500,68,874,578,25,5897,8124,138,4617,6785,97,1280,1339,41
ESPORTSTMNT02/1333684,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1333684?gameHash=a7ad0cfd9bf9c8cc,LCK,2020,Spring,0,4/5/2020 5:03,1,10.06,2,Blue,jng,Canyon,DAMWON Gaming,Trundle,LeBlanc,Varus,Olaf,Taric,Thresh,1544,1,2,0,3,10,6,0,0,0,0,1,1,0,0,0.3886,0.6218,,,,,,,,,,,,,,,,,,,,,,,,0,0,3413,132.6295,0.0877423,929.3005,702.2798,10,0.3886,12,0.4663,8,44,1.7098,9644,6219,241.671,0.194849,7450,,170,43,127,63,9,6.6062,3504,3587,68,3165,3035,59,339,552,9,5192,5602,95,4693,5410,89,499,192,6
ESPORTSTMNT02/1333684,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1333684?gameHash=a7ad0cfd9bf9c8cc,LCK,2020,Spring,0,4/5/2020 5:03,1,10.06,3,Blue,mid,ShowMaker,DAMWON Gaming,Azir,LeBlanc,Varus,Olaf,Taric,Thresh,1544,1,2,0,2,10,6,0,0,0,0,0,0,0,0,0.3886,0.6218,,,,,,,,,,,,,,,,,,,,,,,,0,0,9825,381.8005,0.252584,386.0363,216.956,15,0.5829,5,0.1943,6,29,1.1269,10972,7547,293.2772,0.236459,8850,,247,227,20,12,4,9.5984,3432,4878,95,3124,4387,80,308,491,15,5632,7591,152,4957,7247,139,675,344,13
ESPORTSTMNT02/1333684,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1333684?gameHash=a7ad0cfd9bf9c8cc,LCK,2020,Spring,0,4/5/2020 5:03,1,10.06,4,Blue,bot,Ghost,DAMWON Gaming,Senna,LeBlanc,Varus,Olaf,Taric,Thresh,1544,1,2,0,4,10,6,0,0,0,0,1,0,1,0,0.3886,0.6218,,,,,,,,,,,,,,,,,,,,,,,,1,0,6564,255.0777,0.168749,271.2824,150.3109,32,1.2435,16,0.6218,6,80,3.1088,7936,4511,175.2979,0.141332,6350,,44,40,4,0,0,1.7098,2929,2665,16,3289,2904,86,-360,-239,-70,3950,4142,19,5302,5246,151,-1352,-1104,-132
ESPORTSTMNT02/1333684,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1333684?gameHash=a7ad0cfd9bf9c8cc,LCK,2020,Spring,0,4/5/2020 5:03,1,10.06,5,Blue,sup,BeryL,DAMWON Gaming,Sion,LeBlanc,Varus,Olaf,Taric,Thresh,1544,1,1,3,5,10,6,0,0,0,0,1,0,1,0,0.3886,0.6218,,,,,,,,,,,,,,,,,,,,,,,,0,0,4121,160.1425,0.105944,724.5855,1132.8886,13,0.5052,1,0.0389,6,19,0.7383,9597,6172,239.8446,0.193376,8525,,217,205,12,8,4,8.4326,3029,3236,63,2134,2603,13,895,633,50,4803,5423,112,3122,3887,20,1681,1536,92
ESPORTSTMNT02/1333728,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1333728?gameHash=b90de3d8cb437116,LCK,2020,Spring,0,4/5/2020 6:44,2,10.06,6,Red,top,Nuguri,DAMWON Gaming,Gangplank,Sett,Aphelios,Olaf,Thresh,Rumble,1898,1,3,3,9,17,7,0,0,0,0,0,0,0,1,0.5374,0.7587,,,,,,,,,,,,,,,,,,,,,,,,0,0,22127,699.4837,0.326059,581.8862,349.0622,14,0.4426,5,0.1581,6,35,1.1064,14644,10496,331.8019,0.251953,14358,,311,250,61,41,13,9.8314,3085,4379,67,3400,4213,63,-315,166,4,5349,7636,123,5199,7359,119,150,277,4
ESPORTSTMNT02/1333728,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1333728?gameHash=b90de3d8cb437116,LCK,2020,Spring,0,4/5/2020 6:44,2,10.06,7,Red,jng,Canyon,DAMWON Gaming,Trundle,Sett,Aphelios,Olaf,Thresh,Rumble,1898,1,0,3,9,17,7,0,0,0,0,0,0,0,0,0.5374,0.7587,,,,,,,,,,,,,,,,,,,,,,,,0,0,1650,52.1602,0.024314,861.8757,594.215,18,0.569,20,0.6322,14,64,2.0232,9010,4862,153.6986,0.116717,7900,,162,24,138,82,11,5.1212,3015,3391,56,3098,3115,57,-83,276,-1,4203,4666,83,4482,5240,91,-279,-574,-8
ESPORTSTMNT02/1333728,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1333728?gameHash=b90de3d8cb437116,LCK,2020,Spring,0,4/5/2020 6:44,2,10.06,8,Red,mid,ShowMaker,DAMWON Gaming,Corki,Sett,Aphelios,Olaf,Thresh,Rumble,1898,1,8,0,6,17,7,2,1,0,0,0,0,0,0,0.5374,0.7587,,,,,,,,,,,,,,,,,,,,,,,,1,0,23483,742.3498,0.34604,387.9768,231.5279,17,0.5374,6,0.1897,5,40,1.2645,16633,12485,394.6786,0.299697,13908,,349,301,48,27,16,11.0327,3350,4242,74,3084,4381,80,266,-139,-6,5675,7274,141,5023,7188,139,652,86,2
ESPORTSTMNT02/1333728,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1333728?gameHash=b90de3d8cb437116,LCK,2020,Spring,0,4/5/2020 6:44,2,10.06,9,Red,bot,Ghost,DAMWON Gaming,Senna,Sett,Aphelios,Olaf,Thresh,Rumble,1898,1,3,1,10,17,7,1,0,0,0,0,0,0,0,0.5374,0.7587,,,,,,,,,,,,,,,,,,,,,,,,1,0,8509,268.9884,0.125387,208.04,66.4489,43,1.3593,29,0.9168,8,120,3.7935,9940,5792,183.098,0.13904,8100,,61,59,2,0,0,1.9283,3188,2799,9,3072,3043,74,116,-244,-65,4752,4462,20,5090,5510,137,-338,-1048,-117
ESPORTSTMNT02/1333728,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1333728?gameHash=b90de3d8cb437116,LCK,2020,Spring,0,4/5/2020 6:44,2,10.06,10,Red,sup,BeryL,DAMWON Gaming,Maokai,Sett,Aphelios,Olaf,Thresh,Rumble,1898,1,3,0,11,17,7,0,0,0,0,0,0,0,0,0.5374,0.7587,,,,,,,,,,,,,,,,,,,,,,,,0,0,12093,382.2866,0.1782,567.9136,871.0432,15,0.4742,3,0.0948,6,46,1.4542,12171,8023,253.6249,0.192592,9740,,243,235,8,8,0,7.6818,3559,3352,69,2395,2439,13,1164,913,56,5619,6236,124,3491,3873,24,2128,2363,100
ESPORTSTMNT02/1324324,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1324324?gameHash=ea112046eceab932,LCK,2020,Spring,0,4/8/2020 7:04,1,10.06,1,Blue,top,Nuguri,DAMWON Gaming,Jayce,Olaf,Varus,Trundle,Nocturne,Kassadin,2363,0,0,4,1,2,12,0,0,0,0,0,0,0,1,0.0508,0.3555,,,,,,,,,,,,,,,,,,,,,,,,0,0,19019,482.92,0.368943,325.6961,203.5125,19,0.4824,29,0.7364,5,73,1.8536,14661,9565,242.8692,0.25299,14025,,361,323,38,30,0,9.1663,3076,4209,79,3241,4574,81,-165,-365,-2,5026,6632,125,5095,7488,130,-69,-856,-5
ESPORTSTMNT02/1324324,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1324324?gameHash=ea112046eceab932,LCK,2020,Spring,0,4/8/2020 7:04,1,10.06,2,Blue,jng,Canyon,DAMWON Gaming,Jarvan IV,Olaf,Varus,Trundle,Nocturne,Kassadin,2363,0,1,2,0,2,12,0,0,0,0,0,0,0,0,0.0508,0.3555,,,,,,,,,,,,,,,,,,,,,,,,0,0,2992,75.9712,0.0580407,592.4587,651.9763,52,1.3204,36,0.9141,17,100,2.5391,10446,5350,135.8443,0.141504,10075,,197,67,130,80,9,5.0021,2841,3000,60,2715,2679,42,126,321,18,4604,4888,97,4451,5304,81,153,-416,16
ESPORTSTMNT02/1324324,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1324324?gameHash=ea112046eceab932,LCK,2020,Spring,0,4/8/2020 7:04,1,10.06,3,Blue,mid,ShowMaker,DAMWON Gaming,Azir,Olaf,Varus,Trundle,Nocturne,Kassadin,2363,0,0,3,2,2,12,0,0,0,0,0,0,0,0,0.0508,0.3555,,,,,,,,,,,,,,,,,,,,,,,,0,0,17748,450.6475,0.344287,397.0207,259.3483,28,0.711,23,0.584,16,78,1.9805,14736,9640,244.7736,0.254973,14050,,376,336,40,36,0,9.5472,3169,4509,81,3313,4222,71,-144,287,10,4934,6868,124,6199,7150,127,-1265,-282,-3
ESPORTSTMNT02/1324324,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1324324?gameHash=ea112046eceab932,LCK,2020,Spring,0,4/8/2020 7:04,1,10.06,4,Blue,bot,Ghost,DAMWON Gaming,Aphelios,Olaf,Varus,Trundle,Nocturne,Kassadin,2363,0,1,2,0,2,12,0,0,0,0,0,0,0,0,0.0508,0.3555,,,,,,,,,,,,,,,,,,,,,,,,0,1,8951,227.2789,0.173637,216.0813,374.5239,22,0.5586,15,0.3809,9,46,1.168,15769,10673,271.003,0.282296,14575,,424,390,34,21,0,10.766,3386,3168,93,3328,3044,90,58,124,3,5150,5166,148,4913,4847,138,237,319,10
ESPORTSTMNT02/1324324,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1324324?gameHash=ea112046eceab932,LCK,2020,Spring,0,4/8/2020 7:04,1,10.06,5,Blue,sup,BeryL,DAMWON Gaming,Braum,Olaf,Varus,Trundle,Nocturne,Kassadin,2363,0,0,1,1,2,12,0,0,0,0,0,0,0,0,0.0508,0.3555,,,,,,,,,,,,,,,,,,,,,,,,0,0,2840,72.1117,0.0550921,307.008,417.8671,68,1.7266,25,0.6348,20,127,3.2247,7676,2580,65.5099,0.0682374,7625,,49,49,0,0,0,1.2442,2119,2875,12,2039,2503,10,80,372,2,3198,4348,20,2995,3739,16,203,609,4
ESPORTSTMNT02/1324341,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1324341?gameHash=07c5cb5ac8f5c479,LCK,2020,Spring,0,4/8/2020 9:00,2,10.06,6,Red,top,Nuguri,DAMWON Gaming,Kennen,Sett,Aphelios,Olaf,Qiyana,Gragas,1672,0,0,2,0,1,13,0,0,0,0,0,0,0,0,0.0359,0.5024,,,,,,,,,,,,,,,,,,,,,,,,0,0,7346,263.6124,0.323128,318.6603,156.3517,9,0.323,14,0.5024,4,34,1.2201,9277,5591,200.634,0.227612,8285,,218,214,4,4,0,7.823,3446,4539,84,3663,4764,84,-217,-225,0,5377,6706,127,5024,6863,115,353,-157,12
ESPORTSTMNT02/1324341,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1324341?gameHash=07c5cb5ac8f5c479,LCK,2020,Spring,0,4/8/2020 9:00,2,10.06,7,Red,jng,Canyon,DAMWON Gaming,Jarvan IV,Sett,Aphelios,Olaf,Qiyana,Gragas,1672,0,0,3,1,1,13,0,0,0,0,0,0,0,1,0.0359,0.5024,,,,,,,,,,,,,,,,,,,,,,,,0,0,1408,50.5263,0.0619337,548.1459,505.5861,13,0.4665,11,0.3947,12,31,1.1124,7101,3415,122.5478,0.139019,6900,,120,16,104,86,1,4.3062,2756,2530,50,3238,3208,62,-482,-678,-12,4318,4726,88,4985,5650,106,-667,-924,-18
ESPORTSTMNT02/1324341,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1324341?gameHash=07c5cb5ac8f5c479,LCK,2020,Spring,0,4/8/2020 9:00,2,10.06,8,Red,mid,ShowMaker,DAMWON Gaming,Kassadin,Sett,Aphelios,Olaf,Qiyana,Gragas,1672,0,1,1,0,1,13,0,0,0,0,0,0,0,0,0.0359,0.5024,,,,,,,,,,,,,,,,,,,,,,,,0,1,5441,195.2512,0.239333,437.5837,348.9474,12,0.4306,5,0.1794,4,23,0.8254,11182,7496,268.9952,0.305172,11185,,294,274,20,9,4,10.5502,3013,4303,79,3952,4831,100,-939,-528,-21,5011,7476,141,6636,7924,166,-1625,-448,-25
ESPORTSTMNT02/1324341,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1324341?gameHash=07c5cb5ac8f5c479,LCK,2020,Spring,0,4/8/2020 9:00,2,10.06,9,Red,bot,Ghost,DAMWON Gaming,Miss Fortune,Sett,Aphelios,Olaf,Qiyana,Gragas,1672,0,0,3,0,1,13,0,0,0,0,0,0,0,0,0.0359,0.5024,,,,,,,,,,,,,,,,,,,,,,,,0,1,7341,263.433,0.322908,304.4139,194.3182,12,0.4306,9,0.323,6,25,0.8971,9894,6208,222.7751,0.252733,9550,,268,245,23,23,0,9.6172,2960,2927,75,3207,2971,80,-247,-44,-5,4828,5176,132,6139,5389,134,-1311,-213,-2
ESPORTSTMNT02/1324341,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1324341?gameHash=07c5cb5ac8f5c479,LCK,2020,Spring,0,4/8/2020 9:00,2,10.06,10,Red,sup,BeryL,DAMWON Gaming,Thresh,Sett,Aphelios,Olaf,Qiyana,Gragas,1672,0,0,4,0,1,13,0,0,0,0,0,0,0,0,0.0359,0.5024,,,,,,,,,,,,,,,,,,,,,,,,0,0,1198,42.9904,0.0526964,269.8923,221.5909,43,1.5431,13,0.4665,14,69,2.4761,5540,1854,66.5311,0.0754641,5150,,34,34,0,0,0,1.2201,1919,1905,11,2239,2263,15,-320,-358,-4,2973,3337,21,3330,2801,21,-357,536,0
ESPORTSTMNT02/1334673,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1334673?gameHash=3ec34a7f767fac89,LCK,2020,Spring,0,4/10/2020 6:52,1,10.06,6,Red,top,Nuguri,DAMWON Gaming,Kennen,Zoe,Senna,Varus,Taric,Tahm Kench,1626,0,0,5,4,4,17,0,0,0,0,1,0,1,0,0.1476,0.7749,,,,,,,,,,,,,,,,,,,,,,,,0,0,14618,539.4096,0.426355,701.1808,374.1328,10,0.369,9,0.3321,6,30,1.107,9338,5745,211.9926,0.249453,8685,,220,220,0,0,0,8.1181,3430,4928,83,2890,4343,67,540,585,16,5269,7243,120,5515,7407,125,-246,-164,-5
ESPORTSTMNT02/1334673,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1334673?gameHash=3ec34a7f767fac89,LCK,2020,Spring,0,4/10/2020 6:52,1,10.06,7,Red,jng,Canyon,DAMWON Gaming,Trundle,Zoe,Senna,Varus,Taric,Tahm Kench,1626,0,0,2,1,4,17,0,0,0,0,0,0,0,0,0.1476,0.7749,,,,,,,,,,,,,,,,,,,,,,,,0,1,3123,115.2399,0.0910867,972.6199,600.5166,10,0.369,11,0.4059,10,25,0.9225,7263,3670,135.4244,0.159361,7300,,140,17,123,103,4,5.1661,2715,2513,49,3564,4315,80,-849,-1802,-31,4408,5030,88,5425,6260,109,-1017,-1230,-21
ESPORTSTMNT02/1334673,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1334673?gameHash=3ec34a7f767fac89,LCK,2020,Spring,0,4/10/2020 6:52,1,10.06,8,Red,mid,ShowMaker,DAMWON Gaming,Galio,Zoe,Senna,Varus,Taric,Tahm Kench,1626,0,3,4,1,4,17,0,0,0,0,1,1,0,0,0.1476,0.7749,,,,,,,,,,,,,,,,,,,,,,,,0,1,7356,271.4391,0.214548,518.0074,537.7122,14,0.5166,2,0.0738,8,20,0.738,9507,5914,218.2288,0.256791,9450,,208,206,2,1,0,7.6753,3729,4962,93,3773,4993,98,-44,-31,-5,5887,7221,135,6261,8054,146,-374,-833,-11
ESPORTSTMNT02/1334673,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1334673?gameHash=3ec34a7f767fac89,LCK,2020,Spring,0,4/10/2020 6:52,1,10.06,9,Red,bot,Ghost,DAMWON Gaming,Kai'Sa,Zoe,Senna,Varus,Taric,Tahm Kench,1626,0,1,3,1,4,17,0,0,0,0,0,0,0,0,0.1476,0.7749,,,,,,,,,,,,,,,,,,,,,,,,0,0,4975,183.5793,0.145103,347.8598,202.1402,12,0.4428,3,0.1107,4,18,0.6642,9450,5857,216.1255,0.254316,9200,,234,220,14,11,0,8.6347,2927,2932,72,3704,3667,95,-777,-735,-23,4711,4688,120,5920,6281,144,-1209,-1593,-24
ESPORTSTMNT02/1334673,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1334673?gameHash=3ec34a7f767fac89,LCK,2020,Spring,0,4/10/2020 6:52,1,10.06,10,Red,sup,BeryL,DAMWON Gaming,Sett,Zoe,Senna,Varus,Taric,Tahm Kench,1626,0,0,3,2,4,17,0,0,0,0,0,0,0,0,0.1476,0.7749,,,,,,,,,,,,,,,,,,,,,,,,0,0,4214,155.4982,0.122907,377.2325,410.5166,40,1.476,12,0.4428,11,59,2.1771,5437,1844,68.0443,0.0800788,4375,,37,37,0,0,0,1.3653,1984,2395,14,2232,2913,13,-248,-518,1,3136,4018,24,3583,4437,21,-447,-419,3
ESPORTSTMNT02/1334694,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1334694?gameHash=95755ce9f5b148fe,LCK,2020,Spring,0,4/10/2020 8:43,2,10.06,1,Blue,top,Nuguri,DAMWON Gaming,Sett,Zoe,Ornn,Varus,Aatrox,Karma,2029,1,2,2,9,20,5,1,0,0,0,0,0,0,0,0.5914,0.7393,,,,,,,,,,,,,,,,,,,,,,,,0,0,19694,582.3756,0.252345,910.1134,1178.3539,13,0.3844,6,0.1774,3,31,0.9167,15722,11307,334.3618,0.247363,13875,,354,302,52,11,32,10.4682,3286,4774,88,3282,4801,83,4,-27,5,4836,7255,128,5564,8143,145,-728,-888,-17
ESPORTSTMNT02/1334694,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1334694?gameHash=95755ce9f5b148fe,LCK,2020,Spring,0,4/10/2020 8:43,2,10.06,2,Blue,jng,Canyon,DAMWON Gaming,Sejuani,Zoe,Ornn,Varus,Aatrox,Karma,2029,1,2,0,12,20,5,0,0,0,0,0,0,0,0,0.5914,0.7393,,,,,,,,,,,,,,,,,,,,,,,,1,0,9996,295.5939,0.128082,1017.6934,893.4648,50,1.4786,29,0.8576,14,113,3.3415,11234,6819,201.6461,0.149181,9020,,178,37,141,70,7,5.2637,3039,3125,56,3087,3310,61,-48,-185,-5,5130,5067,82,4914,6011,102,216,-944,-20
