gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
6081-7592,complete,https://lpl.qq.com/es/stats.shtml?bmid=6081,LPL,2020,Spring,0,4/14/2020 11:03,3,10.06,8,Red,mid,Angel,Suning,LeBlanc,Kalista,Olaf,Aphelios,Qiyana,Galio,1829,1,6,0,9,20,8,1,0,0,0,0,0,0,0,0.6561,0.8857,,,,,,,,,,,,,,,,,,,,,,,,,,20766,681.2247,0.281783,360.8857,160.9076,11,0.3609,5,0.164,5,19,0.6233,11851,7844,257.3209,0.210385,11175,,217,200,17,12,1,7.1186,2838,4307,63,3264,4088,67,-426,219,-4,4380,6237,106,5673,6341,112,-1293,-104,-6
6081-7592,complete,https://lpl.qq.com/es/stats.shtml?bmid=6081,LPL,2020,Spring,0,4/14/2020 11:03,3,10.06,9,Red,bot,huanfeng,Suning,Miss Fortune,Kalista,Olaf,Aphelios,Qiyana,Galio,1829,1,4,2,14,20,8,0,0,0,0,0,0,0,1,0.6561,0.8857,,,,,,,,,,,,,,,,,,,,,,,,,,24799,813.5265,0.336509,331.6566,332.936,14,0.4593,10,0.328,3,44,1.4434,14168,10161,333.3297,0.272527,12725,,296,259,37,23,8,9.7102,3204,3499,83,3142,3123,78,62,376,5,5113,5924,130,5263,6210,139,-150,-286,-9
6081-7592,complete,https://lpl.qq.com/es/stats.shtml?bmid=6081,LPL,2020,Spring,0,4/14/2020 11:03,3,10.06,10,Red,sup,SwordArt,Suning,Braum,Kalista,Olaf,Aphelios,Qiyana,Galio,1829,1,0,2,18,20,8,0,0,0,0,0,0,0,0,0.6561,0.8857,,,,,,,,,,,,,,,,,,,,,,,,,,5288,173.4718,0.0717552,437.649,427.4139,49,1.6074,3,0.0984,17,56,1.8371,7181,3174,104.1225,0.085134,6575,,23,23,0,0,0,0.7545,2069,2191,9,2002,2146,10,67,45,-1,3011,2925,16,3198,3485,21,-187,-560,-5
6081-7592,complete,https://lpl.qq.com/es/stats.shtml?bmid=6081,LPL,2020,Spring,0,4/14/2020 11:03,3,10.06,200,Red,team,,Suning,,Kalista,Olaf,Aphelios,Qiyana,Galio,1829,1,20,8,59,20,8,4,0,0,0,0,,,,0.6561,0.8857,0,3,1,3,1,1,2,0,0,,0,0,1,1,1,1,1,0,0,8,2,0,1,1,0,73695,2417.5506,,2884.6255,2526.6594,105,3.4445,32,1.0498,45,186,6.1017,57319,37285,1223.1274,,52085,0.164909,,,213,149,17,,15041,17706,301,14314,16674,287,727,1032,14,22975,27294,488,23274,27126,457,-299,168,31
6094-7659,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 11:37,1,10.06,6,Red,top,Bin,Suning,Wukong,Aphelios,Ornn,Elise,Syndra,Lissandra,1746,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,5043,173.299,0.120738,522.4055,547.1478,8,0.2749,5,0.1718,3,25,0.8591,10831,6994,240.3436,0.285116,10233,,272,257,15,6,4,9.3471,3126,4711,81,3213,4954,77,-87,-243,4,5121,7638,144,5003,8002,133,118,-364,11
6094-7659,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 11:37,1,10.06,7,Red,jng,SofM,Suning,Trundle,Aphelios,Ornn,Elise,Syndra,Lissandra,1746,0,0,3,0,0,11,0,0,0,0,0,0,0,1,0,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,2842,97.6632,0.0680425,1009.8969,828.6598,33,1.134,14,0.4811,13,58,1.9931,8217,4380,150.5155,0.178548,8225,,169,19,150,124,8,5.8076,2978,3094,57,3216,3564,64,-238,-470,-7,4376,4642,89,4898,5700,103,-522,-1058,-14
6094-7659,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 11:37,1,10.06,8,Red,mid,Angel,Suning,LeBlanc,Aphelios,Ornn,Elise,Syndra,Lissandra,1746,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,13153,451.9931,0.314906,399.5533,230.0687,13,0.4467,9,0.3093,6,31,1.0653,9201,5364,184.3299,0.218664,9150,,245,241,4,4,0,8.4192,3337,4810,91,3952,4654,88,-615,156,3,5206,7866,149,5880,7674,148,-674,192,1
6094-7659,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 11:37,1,10.06,9,Red,bot,huanfeng,Suning,Ezreal,Aphelios,Ornn,Elise,Syndra,Lissandra,1746,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,19186,659.3127,0.459347,534.9141,287.8351,12,0.4124,10,0.3436,6,37,1.2715,10067,6230,214.0893,0.253969,9733,,276,255,21,19,0,9.4845,3426,3621,97,3468,3545,94,-42,76,3,4888,5259,138,5129,5438,139,-241,-179,-1
6094-7659,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 11:37,1,10.06,10,Red,sup,SwordArt,Suning,Tahm Kench,Aphelios,Ornn,Elise,Syndra,Lissandra,1746,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,1544,53.0584,0.0369661,498.5223,599.3127,43,1.4777,4,0.1375,11,58,1.9931,5400,1563,53.7113,0.0637031,4925,,32,32,0,0,0,1.0997,1895,2317,10,2072,2365,12,-177,-48,-2,2984,3996,25,3178,3154,16,-194,842,9
6094-7659,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 11:37,1,10.06,200,Red,team,,Suning,,Aphelios,Ornn,Elise,Syndra,Lissandra,1746,0,0,11,0,0,11,0,0,0,0,0,,,,0,0.378,0,0,4,0,4,0,0,0,0,,0,0,0,0,2,0,0,1,0,2,9,0,0,0,2,41768,1435.3265,,2965.2921,2493.0241,109,3.7457,42,1.4433,39,209,7.1821,43716,24529,842.921,,42266,-0.0742445,,,190,153,12,,14762,18553,336,15921,19082,335,-1159,-529,1,22575,29401,545,24088,29968,539,-1513,-567,6
6094-7661,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 12:22,2,10.06,6,Red,top,Bin,Suning,Wukong,Aphelios,Ornn,Elise,Thresh,Mordekaiser,2159,1,7,6,9,24,19,3,0,0,0,0,0,0,0,0.667,1.195,,,,,,,,,,,,,,,,,,,,,,,,,,25356,704.6596,0.252701,741.1487,828.1612,12,0.3335,6,0.1667,8,28,0.7781,14203,9523,264.6503,0.23371,13633,,250,225,25,16,0,6.9477,3310,3971,75,3652,4679,76,-342,-708,-1,4839,6068,112,5999,6956,115,-1160,-888,-3
6094-7661,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 12:22,2,10.06,7,Red,jng,SofM,Suning,Trundle,Aphelios,Ornn,Elise,Thresh,Mordekaiser,2159,1,3,3,18,24,19,0,0,0,0,1,0,1,0,0.667,1.195,,,,,,,,,,,,,,,,,,,,,,,,,,8243,229.0783,0.0821507,1183.9926,1334.0065,65,1.8064,27,0.7503,16,135,3.7517,11277,6597,183.3349,0.161902,10350,,167,38,129,65,21,4.641,3364,3579,58,3209,2902,40,155,677,18,5041,6092,85,4653,4972,67,388,1120,18
6094-7661,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 12:22,2,10.06,8,Red,mid,Angel,Suning,Syndra,Aphelios,Ornn,Elise,Thresh,Mordekaiser,2159,1,9,2,12,24,19,2,0,0,0,1,1,0,0,0.667,1.195,,,,,,,,,,,,,,,,,,,,,,,,,,31695,880.8245,0.315876,260.8152,233.9972,17,0.4724,5,0.139,5,32,0.8893,14845,10165,282.4919,0.249466,12825,,260,232,28,28,0,7.2256,3862,4423,71,3377,4327,71,485,96,0,6374,6638,111,5128,6363,100,1246,275,11
6094-7661,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 12:22,2,10.06,9,Red,bot,huanfeng,Suning,Ezreal,Aphelios,Ornn,Elise,Thresh,Mordekaiser,2159,1,5,4,10,24,19,1,0,0,0,0,0,0,0,0.667,1.195,,,,,,,,,,,,,,,,,,,,,,,,,,29615,823.0199,0.295146,424.0296,401.5748,13,0.3613,14,0.3891,3,40,1.1116,15960,11280,313.4785,0.27683,15225,,300,265,35,25,4,8.3372,3406,2786,75,3027,2820,72,379,-34,3,5711,5474,127,5562,6145,134,149,-671,-7
6094-7661,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 12:22,2,10.06,10,Red,sup,SwordArt,Suning,Rakan,Aphelios,Ornn,Elise,Thresh,Mordekaiser,2159,1,0,4,18,24,19,0,0,0,0,0,0,0,0,0.667,1.195,,,,,,,,,,,,,,,,,,,,,,,,,,5431,150.931,0.054126,440.5651,739.2867,63,1.7508,14,0.3891,21,100,2.7791,7862,3182,88.4298,0.0780922,7325,,34,34,0,0,0,0.9449,2058,2534,10,2232,3046,12,-174,-512,-2,3218,3374,19,3496,4470,20,-278,-1096,-1
6094-7661,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 12:22,2,10.06,200,Red,team,,Suning,,Aphelios,Ornn,Elise,Thresh,Mordekaiser,2159,1,24,19,67,24,19,6,0,0,0,1,,,,0.667,1.195,1,4,1,4,1,0,3,0,1,,0,0,1,1,1,,0,0,1,7,3,0,1,1,0,100340,2788.5132,,3050.5512,3537.0264,170,4.7244,66,1.8342,53,335,9.3099,64147,40747,1132.3854,,59358,0.0440435,,,217,134,25,,16000,17293,289,15497,17774,271,503,-481,18,25183,27646,454,24838,28906,436,345,-1260,18
6094-7663,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 13:15,3,10.06,6,Red,top,Bin,Suning,Renekton,Aphelios,Maokai,Rek'Sai,Ornn,Thresh,1902,1,3,5,3,12,21,0,0,0,0,0,0,0,0,0.3785,1.041,,,,,,,,,,,,,,,,,,,,,,,,,,10308,325.1735,0.173023,1013.1861,649.4637,9,0.2839,6,0.1893,4,30,0.9464,12076,7920,249.8423,0.223318,11075,,228,208,20,14,6,7.1924,2957,4137,73,3035,4550,79,-78,-413,-6,5607,6748,116,4626,7322,125,981,-574,-9
6094-7663,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 13:15,3,10.06,7,Red,jng,SofM,Suning,Lee Sin,Aphelios,Maokai,Rek'Sai,Ornn,Thresh,1902,1,3,5,4,12,21,1,0,0,0,0,0,0,1,0.3785,1.041,,,,,,,,,,,,,,,,,,,,,,,,,,7427,234.2902,0.124664,868.8959,824.3533,20,0.6309,10,0.3155,10,49,1.5457,10670,6514,205.489,0.183675,9325,,172,22,150,99,10,5.4259,2745,2892,51,3493,3366,64,-748,-474,-13,4221,5137,84,6018,5503,88,-1797,-366,-4
6094-7663,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 13:15,3,10.06,8,Red,mid,Angel,Suning,Syndra,Aphelios,Maokai,Rek'Sai,Ornn,Thresh,1902,1,3,1,6,12,21,0,0,0,0,0,0,0,0,0.3785,1.041,,,,,,,,,,,,,,,,,,,,,,,,,,17180,541.9558,0.288371,259.306,139.8738,16,0.5047,4,0.1262,6,57,1.7981,12367,8211,259.0221,0.231523,11225,,266,256,10,9,0,8.3912,3018,3979,75,3351,4736,81,-333,-757,-6,4967,7174,132,6125,7415,124,-1158,-241,8
6094-7663,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 13:15,3,10.06,9,Red,bot,huanfeng,Suning,Miss Fortune,Aphelios,Maokai,Rek'Sai,Ornn,Thresh,1902,1,3,4,7,12,21,1,0,0,0,0,0,0,0,0.3785,1.041,,,,,,,,,,,,,,,,,,,,,,,,,,19554,616.8454,0.328219,425.0789,355.9937,13,0.4101,15,0.4732,3,43,1.3565,13781,9625,303.6278,0.271391,11625,,288,264,24,22,2,9.0852,3263,3075,86,3451,3117,79,-188,-42,7,4940,5663,140,6429,5691,134,-1489,-28,6
6094-7663,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 13:15,3,10.06,10,Red,sup,SwordArt,Suning,Rakan,Aphelios,Maokai,Rek'Sai,Ornn,Thresh,1902,1,0,6,11,12,21,0,0,0,0,0,0,0,0,0.3785,1.041,,,,,,,,,,,,,,,,,,,,,,,,,,5107,161.1041,0.0857224,435.5205,608.7066,69,2.1767,8,0.2524,20,87,2.7445,7351,3195,100.7886,0.0900938,6400,,36,32,4,4,0,1.1356,2084,2268,14,2170,2518,14,-86,-250,0,3147,3562,21,4115,4687,22,-968,-1125,-1
6094-7663,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 13:15,3,10.06,200,Red,team,,Suning,,Aphelios,Maokai,Rek'Sai,Ornn,Thresh,1902,1,12,21,31,12,21,2,0,0,0,0,,,,0.3785,1.041,0,2,3,2,3,1,0,0,1,,0,0,0,0,2,1,1,0,0,7,7,0,0,1,1,59576,1879.3691,,3001.9874,2578.3912,127,4.0063,43,1.3565,43,266,8.3912,56245,35467,1118.8328,,49650,-0.101338,,,208,148,18,,14067,16351,299,15500,18287,317,-1433,-1936,-18,22882,28284,493,27313,30618,493,-4431,-2334,0
6201-7810,complete,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020,Summer,0,6/5/2020 12:11,1,10.11,6,Red,top,Bin,Suning,Aatrox,Varus,Yuumi,Kalista,Thresh,Ornn,2142,1,2,0,7,13,6,0,0,0,0,0,0,0,0,0.3641,0.5322,,,,,,,,,,,,,,,,,,,,,,,,,,13187,369.3838,0.194464,631.1204,773.3613,17,0.4762,7,0.1961,5,41,1.1485,15747,11102,310.9804,0.253293,14625,,370,302,68,52,5,10.3641,3328,4831,94,3541,4948,94,-213,-117,0,5300,8025,153,5375,7719,153,-75,306,0
6201-7810,complete,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020,Summer,0,6/5/2020 12:11,1,10.11,7,Red,jng,SofM,Suning,Jarvan IV,Varus,Yuumi,Kalista,Thresh,Ornn,2142,1,0,3,7,13,6,0,0,0,0,0,0,0,0,0.3641,0.5322,,,,,,,,,,,,,,,,,,,,,,,,,,4848,135.7983,0.0714918,955.5742,837.3109,61,1.7087,38,1.0644,15,142,3.9776,11152,6507,182.2689,0.148455,9275,,191,53,138,79,23,5.3501,3179,3391,68,2851,2882,56,328,509,12,4620,5321,103,4189,4342,83,431,979,20
6201-7810,complete,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020,Summer,0,6/5/2020 12:11,1,10.11,8,Red,mid,Angel,Suning,Syndra,Varus,Yuumi,Kalista,Thresh,Ornn,2142,1,4,0,7,13,6,1,0,0,0,0,0,0,0,0.3641,0.5322,,,,,,,,,,,,,,,,,,,,,,,,,,16220,454.3417,0.239191,146.2745,69.944,24,0.6723,11,0.3081,12,52,1.4566,14602,9957,278.9076,0.227169,13560,,307,277,30,10,8,8.5994,3631,5221,106,3270,4855,89,361,366,17,5453,8069,163,5095,7436,139,358,633,24
6201-7810,complete,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020,Summer,0,6/5/2020 12:11,1,10.11,9,Red,bot,huanfeng,Suning,Ezreal,Varus,Yuumi,Kalista,Thresh,Ornn,2142,1,7,1,4,13,6,1,0,0,0,0,0,0,1,0.3641,0.5322,,,,,,,,,,,,,,,,,,,,,,,,,,27745,777.1709,0.409146,477.2269,485.9104,16,0.4482,10,0.2801,5,49,1.3725,16875,12230,342.577,0.279029,15575,,366,319,47,35,0,10.2521,3292,3264,91,3261,3021,81,31,243,10,4690,4745,131,5458,5110,134,-768,-365,-3
6201-7810,complete,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020,Summer,0,6/5/2020 12:11,1,10.11,10,Red,sup,SwordArt,Suning,Sett,Varus,Yuumi,Kalista,Thresh,Ornn,2142,1,0,2,7,13,6,0,0,0,0,0,0,0,0,0.3641,0.5322,,,,,,,,,,,,,,,,,,,,,,,,,,5812,162.8011,0.0857075,449.2437,537.1429,58,1.6246,13,0.3641,20,101,2.8291,8680,4035,113.0252,0.0920547,8050,,43,39,4,0,0,1.2045,2025,2570,12,2067,2565,15,-42,5,-3,2910,3462,17,3358,4043,24,-448,-581,-7
6201-7810,complete,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020,Summer,0,6/5/2020 12:11,1,10.11,200,Red,team,,Suning,,Varus,Yuumi,Kalista,Thresh,Ornn,2142,1,13,6,32,13,6,2,0,0,0,0,,,,0.3641,0.5322,0,3,2,3,2,2,0,1,0,,0,0,0,0,1,1,2,0,1,11,3,0,0,5,0,67812,1899.4958,,2659.4398,2703.6695,176,4.93,79,2.2129,57,385,10.7843,67056,43830,1227.7311,,61085,0.147855,,,287,176,36,,15455,19277,371,14990,18271,335,465,1006,36,22973,29622,567,23475,28650,533,-502,972,34
6201-7811,complete,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020,Summer,0,6/5/2020 13:06,2,10.11,6,Red,top,Bin,Suning,Wukong,Varus,Yuumi,Kalista,Graves,Rek'Sai,1800,1,4,0,7,15,5,0,0,0,0,0,0,0,0,0.5,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,18838,627.9333,0.284678,493.7667,704.9667,10,0.3333,1,0.0333,4,21,0.7,14436,10488,349.6,0.289671,13813,,310,278,32,21,5,10.3333,3617,4764,88,3117,4446,86,500,318,2,5561,7952,150,5044,7441,142,517,511,8
6201-7811,complete,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020,Summer,0,6/5/2020 13:06,2,10.11,7,Red,jng,SofM,Suning,Lee Sin,Varus,Yuumi,Kalista,Graves,Rek'Sai,1800,1,4,1,8,15,5,0,0,0,0,0,0,0,0,0.5,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,9180,306,0.138727,809.1,896.4667,21,0.7,11,0.3667,12,43,1.4333,10566,6618,220.6,0.182788,9475,,177,25,152,105,10,5.9,3144,3531,69,3401,3854,75,-257,-323,-6,4825,5614,105,5281,6403,117,-456,-789,-12
6201-7811,complete,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020,Summer,0,6/5/2020 13:06,2,10.11,8,Red,mid,Angel,Suning,LeBlanc,Varus,Yuumi,Kalista,Graves,Rek'Sai,1800,1,1,2,7,15,5,0,0,0,0,0,0,0,1,0.5,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,10206,340.2,0.154232,405.5667,237.6,21,0.7,8,0.2667,10,40,1.3333,10128,6180,206,0.170692,9335,,229,221,8,8,0,7.6333,3090,4794,80,3355,4746,92,-265,48,-12,5059,8006,135,5783,7895,144,-724,111,-9
6201-7811,complete,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020,Summer,0,6/5/2020 13:06,2,10.11,9,Red,bot,huanfeng,Suning,Aphelios,Varus,Yuumi,Kalista,Graves,Rek'Sai,1800,1,4,1,4,15,5,1,1,0,0,0,0,0,0,0.5,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,24532,817.7333,0.370725,244.2,370.5667,11,0.3667,12,0.4,4,29,0.9667,13536,9588,319.6,0.264814,12000,,307,281,26,17,0,10.2333,3042,3040,77,2376,3054,17,666,-14,60,5545,5144,133,3547,4176,19,1998,968,114
6201-7811,complete,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020,Summer,0,6/5/2020 13:06,2,10.11,10,Red,sup,SwordArt,Suning,Thresh,Varus,Yuumi,Kalista,Graves,Rek'Sai,1800,1,2,1,7,15,5,0,0,0,0,0,0,0,0,0.5,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,3417,113.9,0.0516374,282.3667,236.3333,48,1.6,15,0.5,18,78,2.6,7280,3332,111.0667,0.0920349,5850,,46,46,0,0,0,1.5333,2187,2667,23,2908,3048,70,-721,-381,-47,3332,4227,33,4551,4855,110,-1219,-628,-77
6201-7811,complete,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020,Summer,0,6/5/2020 13:06,2,10.11,200,Red,team,,Suning,,Varus,Yuumi,Kalista,Graves,Rek'Sai,1800,1,15,5,33,15,5,1,1,0,0,0,,,,0.5,0.6667,1,3,2,3,2,1,0,1,1,,0,0,0,0,2,,0,0,0,8,3,0,1,1,0,66173,2205.7667,,2235,2445.9333,111,3.7,47,1.5667,48,211,7.0333,55946,36208,1206.9333,,50473,0.142136,,,218,151,15,,15080,18796,337,15157,19148,340,-77,-352,-3,24322,30943,556,24206,30770,532,116,173,24
6204-7816,complete,https://lpl.qq.com/es/stats.shtml?bmid=6204,LPL,2020,Summer,0,6/7/2020 9:15,1,10.11,6,Red,top,Bin,Suning,Renekton,Varus,Kalista,Karma,Sett,Bard,1923,0,3,6,3,8,16,0,0,0,0,0,0,0,1,0.2496,0.7488,,,,,,,,,,,,,,,,,,,,,,,,,,17631,550.1092,0.303527,1181.6849,1144.493,10,0.312,3,0.0936,2,29,0.9048,13198,8999,280.78,0.260391,12725,,282,267,15,7,4,8.7988,3524,4855,83,3099,4703,77,425,152,6,5621,7929,149,5418,7289,119,203,640,30
6204-7816,complete,https://lpl.qq.com/es/stats.shtml?bmid=6204,LPL,2020,Summer,0,6/7/2020 9:15,1,10.11,7,Red,jng,SofM,Suning,Jarvan IV,Varus,Kalista,Karma,Sett,Bard,1923,0,0,3,5,8,16,0,0,0,0,0,0,0,0,0.2496,0.7488,,,,,,,,,,,,,,,,,,,,,,,,,,3506,109.3916,0.0603577,803.5257,841.3729,50,1.5601,25,0.78,19,97,3.0265,9424,5225,163.0265,0.151194,8825,,187,50,137,84,21,5.8346,3046,3313,68,3150,3505,64,-104,-192,4,4529,5247,106,5561,6190,106,-1032,-943,0
6204-7816,complete,https://lpl.qq.com/es/stats.shtml?bmid=6204,LPL,2020,Summer,0,6/7/2020 9:15,1,10.11,8,Red,mid,Angel,Suning,Syndra,Varus,Kalista,Karma,Sett,Bard,1923,0,3,1,4,8,16,1,0,0,0,0,0,0,0,0.2496,0.7488,,,,,,,,,,,,,,,,,,,,,,,,,,16574,517.1295,0.285331,209.3916,108.4867,20,0.624,3,0.0936,10,45,1.4041,12389,8190,255.5382,0.236983,11760,,281,267,14,9,0,8.7676,3290,4658,90,3121,4686,81,169,-28,9,5269,7514,147,5278,7214,126,-9,300,21
6204-7816,complete,https://lpl.qq.com/es/stats.shtml?bmid=6204,LPL,2020,Summer,0,6/7/2020 9:15,1,10.11,9,Red,bot,huanfeng,Suning,Miss Fortune,Varus,Kalista,Karma,Sett,Bard,1923,0,1,2,3,8,16,0,0,0,0,0,0,0,0,0.2496,0.7488,,,,,,,,,,,,,,,,,,,,,,,,,,18576,579.5944,0.319796,246.053,409.7972,13,0.4056,9,0.2808,4,41,1.2793,13502,9303,290.2652,0.269187,13800,,340,293,47,35,8,10.6084,3212,3098,82,3339,3251,91,-127,-153,-9,5178,5493,140,5738,6546,161,-560,-1053,-21
6204-7816,complete,https://lpl.qq.com/es/stats.shtml?bmid=6204,LPL,2020,Summer,0,6/7/2020 9:15,1,10.11,10,Red,sup,SwordArt,Suning,Thresh,Varus,Kalista,Karma,Sett,Bard,1923,0,1,4,4,8,16,0,0,0,0,0,0,0,0,0.2496,0.7488,,,,,,,,,,,,,,,,,,,,,,,,,,1800,56.1622,0.030988,316.3183,347.6443,49,1.5289,5,0.156,15,68,2.1217,7041,2842,88.6739,0.0822444,6400,,26,26,0,0,0,0.8112,2110,2407,12,2094,3033,13,16,-626,-1,3146,3604,18,3239,4123,24,-93,-519,-6
6204-7816,complete,https://lpl.qq.com/es/stats.shtml?bmid=6204,LPL,2020,Summer,0,6/7/2020 9:15,1,10.11,200,Red,team,,Suning,,Varus,Kalista,Karma,Sett,Bard,1923,0,8,16,19,8,16,1,0,0,0,0,,,,0.2496,0.7488,1,2,3,2,3,0,1,1,0,,0,0,0,0,2,0,1,1,0,3,10,0,0,0,2,58087,1812.3869,,2756.9735,2851.7941,142,4.4306,45,1.4041,50,280,8.7363,55554,34561,1078.3463,,53510,-0.0315446,,,213,135,33,,15182,18331,335,14803,19178,326,379,-847,9,23743,29787,560,25234,31362,536,-1491,-1575,24
6204-7817,complete,https://lpl.qq.com/es/stats.shtml?bmid=6204,LPL,2020,Summer,0,6/7/2020 10:06,2,10.11,1,Blue,top,Bin,Suning,Renekton,Kalista,Karma,Pantheon,Galio,Rumble,1874,1,3,4,8,15,7,1,0,0,0,0,0,0,1,0.4803,0.7044,,,,,,,,,,,,,,,,,,,,,,,,,,18792,601.6649,0.259734,806.3821,564.5891,10,0.3202,7,0.2241,4,19,0.6083,13476,9377,300.2241,0.24386,11175,,254,244,10,5,4,8.1323,3365,4621,82,2895,4070,62,470,551,20,6538,7735,135,4548,6542,106,1990,1193,29
6204-7817,complete,https://lpl.qq.com/es/stats.shtml?bmid=6204,LPL,2020,Summer,0,6/7/2020 10:06,2,10.11,2,Blue,jng,SofM,Suning,Trundle,Kalista,Karma,Pantheon,Galio,Rumble,1874,1,1,2,9,15,7,0,0,0,0,0,0,0,0,0.4803,0.7044,,,,,,,,,,,,,,,,,,,,,,,,,,5696,182.3693,0.0787273,944.0235,616.5208,14,0.4482,19,0.6083,13,62,1.9851,9271,5172,165.5923,0.134509,8425,,148,29,119,77,8,4.7385,2805,2723,53,3495,3805,70,-690,-1082,-17,4287,4442,76,5099,5782,105,-812,-1340,-29
6204-7817,complete,https://lpl.qq.com/es/stats.shtml?bmid=6204,LPL,2020,Summer,0,6/7/2020 10:06,2,10.11,3,Blue,mid,Angel,Suning,Kassadin,Kalista,Karma,Pantheon,Galio,Rumble,1874,1,6,0,7,15,7,2,1,0,0,0,0,0,0,0.4803,0.7044,,,,,,,,,,,,,,,,,,,,,,,,,,22143,708.9541,0.30605,613.095,501.7396,11,0.3522,12,0.3842,6,32,1.0245,13224,9125,292.1558,0.237307,11800,,272,255,17,16,0,8.7086,3375,4792,95,3350,4429,88,25,363,7,5752,7679,149,5169,6449,118,583,1230,31
