gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
6063-7537,complete,https://lpl.qq.com/es/stats.shtml?bmid=6063,LPL,2020,Spring,0,4/8/2020 9:49,2,10.06,8,Red,mid,Angel,Suning,Akali,Zoe,LeBlanc,Olaf,Mordekaiser,Ornn,1724,0,3,4,2,9,16,1,0,0,0,0,0,0,0,0.3132,0.8701,,,,,,,,,,,,,,,,,,,,,,,,,,7637,265.7889,0.231656,657.181,393.8979,9,0.3132,5,0.174,7,23,0.8005,9307,5514,191.9026,0.187265,9100,,195,193,2,1,0,6.7865,3048,4399,71,3846,4915,94,-798,-516,-23,4336,6507,92,5532,7294,141,-1196,-787,-49
6063-7537,complete,https://lpl.qq.com/es/stats.shtml?bmid=6063,LPL,2020,Spring,0,4/8/2020 9:49,2,10.06,9,Red,bot,huanfeng,Suning,Kalista,Zoe,LeBlanc,Olaf,Mordekaiser,Ornn,1724,0,1,3,2,9,16,0,0,0,0,0,0,0,0,0.3132,0.8701,,,,,,,,,,,,,,,,,,,,,,,,,,7017,244.2111,0.212849,262.9698,409.2111,13,0.4524,10,0.348,6,45,1.5661,11906,8113,282.355,0.275525,11900,,292,254,38,32,2,10.1624,3578,3239,78,3780,3236,90,-202,3,-12,6120,6019,141,5825,4892,130,295,1127,11
6063-7537,complete,https://lpl.qq.com/es/stats.shtml?bmid=6063,LPL,2020,Spring,0,4/8/2020 9:49,2,10.06,10,Red,sup,SwordArt,Suning,Taric,Zoe,LeBlanc,Olaf,Mordekaiser,Ornn,1724,0,0,2,5,9,16,0,0,0,0,0,0,0,0,0.3132,0.8701,,,,,,,,,,,,,,,,,,,,,,,,,,1396,48.5847,0.0423454,363.0626,253.6427,43,1.4965,5,0.174,12,69,2.4014,6175,2382,82.9002,0.0809055,5635,,27,27,0,0,0,0.9397,2180,2225,13,2740,2835,14,-560,-610,-1,3246,3866,18,3926,4204,22,-680,-338,-4
6074-7565,complete,https://lpl.qq.com/es/stats.shtml?bmid=6074,LPL,2020,Spring,0,4/12/2020 6:13,1,10.06,1,Blue,top,Bin,Suning,Ornn,LeBlanc,Elise,Kalista,Kassadin,Sylas,1983,0,0,4,7,9,18,0,0,0,0,0,0,0,0,0.2723,0.8169,,,,,,,,,,,,,,,,,,,,,,,,,,12310,372.466,0.228551,758.3056,944.4175,13,0.3933,4,0.121,4,22,0.6657,9755,5434,164.4175,0.17034,9780,,217,209,8,5,0,6.5658,3431,4529,86,2962,3995,61,469,534,25,4885,6748,126,5190,6875,117,-305,-127,9
6074-7565,complete,https://lpl.qq.com/es/stats.shtml?bmid=6074,LPL,2020,Spring,0,4/12/2020 6:13,1,10.06,2,Blue,jng,SofM,Suning,Sett,LeBlanc,Elise,Kalista,Kassadin,Sylas,1983,0,1,6,6,9,18,0,0,0,0,0,0,0,1,0.2723,0.8169,,,,,,,,,,,,,,,,,,,,,,,,,,7816,236.4902,0.145114,819.879,655.4614,20,0.6051,10,0.3026,17,47,1.4221,8688,4367,132.1331,0.136893,8125,,136,14,122,84,5,4.115,2745,2556,44,3656,3591,62,-911,-1035,-18,4505,4687,73,6140,6221,106,-1635,-1534,-33
6074-7565,complete,https://lpl.qq.com/es/stats.shtml?bmid=6074,LPL,2020,Spring,0,4/12/2020 6:13,1,10.06,3,Blue,mid,Angel,Suning,Corki,LeBlanc,Elise,Kalista,Kassadin,Sylas,1983,0,1,2,7,9,18,0,0,0,0,0,0,0,0,0.2723,0.8169,,,,,,,,,,,,,,,,,,,,,,,,,,12290,371.8608,0.22818,267.9274,110.711,24,0.7262,7,0.2118,14,40,1.2103,11505,7184,217.3676,0.225196,11533,,251,243,8,8,0,7.5946,3174,4332,82,3649,5004,86,-475,-672,-4,5404,6863,134,5313,7599,132,91,-736,2
6074-7565,complete,https://lpl.qq.com/es/stats.shtml?bmid=6074,LPL,2020,Spring,0,4/12/2020 6:13,1,10.06,4,Blue,bot,huanfeng,Suning,Miss Fortune,LeBlanc,Elise,Kalista,Kassadin,Sylas,1983,0,7,2,1,9,18,1,0,0,0,0,0,0,0,0.2723,0.8169,,,,,,,,,,,,,,,,,,,,,,,,,,17114,517.8215,0.317744,208.9864,309.2587,13,0.3933,10,0.3026,2,38,1.1498,16335,12014,363.5098,0.3766,15950,,375,317,58,41,0,11.3464,3996,3058,95,3734,3591,83,262,-533,12,5987,5770,146,6268,6314,136,-281,-544,10
6074-7565,complete,https://lpl.qq.com/es/stats.shtml?bmid=6074,LPL,2020,Spring,0,4/12/2020 6:13,1,10.06,5,Blue,sup,SwordArt,Suning,Thresh,LeBlanc,Elise,Kalista,Kassadin,Sylas,1983,0,0,4,7,9,18,0,0,0,0,0,0,0,0,0.2723,0.8169,,,,,,,,,,,,,,,,,,,,,,,,,,4331,131.0439,0.0804107,383.0257,432.2844,58,1.7549,16,0.4841,18,94,2.8442,7223,2902,87.8064,0.0909703,7000,,34,34,0,0,0,1.0287,2665,2525,13,2513,2396,19,152,129,-6,3744,3521,22,3780,3529,24,-36,-8,-2
6074-7566,complete,https://lpl.qq.com/es/stats.shtml?bmid=6074,LPL,2020,Spring,0,4/12/2020 7:03,2,10.06,1,Blue,top,Bin,Suning,Wukong,LeBlanc,Rek'Sai,Kalista,Kassadin,Jax,2135,1,5,0,8,21,8,0,0,0,0,0,0,0,0,0.5902,0.815,,,,,,,,,,,,,,,,,,,,,,,,,,10500,295.082,0.159519,462.1827,751.6159,10,0.281,5,0.1405,7,26,0.7307,14129,9498,266.9227,0.204822,12275,,253,235,18,3,4,7.1101,3388,4475,75,2714,4064,64,674,411,11,5210,6760,110,4394,6857,111,816,-97,-1
6074-7566,complete,https://lpl.qq.com/es/stats.shtml?bmid=6074,LPL,2020,Spring,0,4/12/2020 7:03,2,10.06,2,Blue,jng,SofM,Suning,Jarvan IV,LeBlanc,Rek'Sai,Kalista,Kassadin,Jax,2135,1,3,3,15,21,8,0,0,0,0,1,1,0,0,0.5902,0.815,,,,,,,,,,,,,,,,,,,,,,,,,,4737,133.1241,0.0719657,583.9251,859.5878,56,1.5738,24,0.6745,17,114,3.2037,12456,7825,219.9063,0.168744,10025,,183,27,156,83,24,5.1429,3830,3346,61,3094,2617,46,736,729,15,5553,5418,92,4593,4056,71,960,1362,21
6074-7566,complete,https://lpl.qq.com/es/stats.shtml?bmid=6074,LPL,2020,Spring,0,4/12/2020 7:03,2,10.06,3,Blue,mid,Angel,Suning,Zoe,LeBlanc,Rek'Sai,Kalista,Kassadin,Jax,2135,1,5,1,9,21,8,1,0,0,0,0,0,0,0,0.5902,0.815,,,,,,,,,,,,,,,,,,,,,,,,,,23702,666.0984,0.360087,215.4941,250.6511,16,0.4496,6,0.1686,6,34,0.9555,15217,10586,297.4988,0.228284,13900,,295,270,25,16,4,8.2904,3976,4460,89,3444,4756,82,532,-296,7,5923,7167,143,5198,7548,135,725,-381,8
6074-7566,complete,https://lpl.qq.com/es/stats.shtml?bmid=6074,LPL,2020,Spring,0,4/12/2020 7:03,2,10.06,4,Blue,bot,huanfeng,Suning,Miss Fortune,LeBlanc,Rek'Sai,Kalista,Kassadin,Jax,2135,1,7,2,10,21,8,1,0,0,0,1,0,1,0,0.5902,0.815,,,,,,,,,,,,,,,,,,,,,,,,,,23877,671.0164,0.362746,276.4778,448.9742,13,0.3653,16,0.4496,2,47,1.3208,18833,14202,399.1194,0.306262,17950,,389,315,74,48,13,10.9321,3291,3422,78,3332,3555,87,-41,-133,-9,6323,5988,133,5490,5967,140,833,21,-7
6074-7566,complete,https://lpl.qq.com/es/stats.shtml?bmid=6074,LPL,2020,Spring,0,4/12/2020 7:03,2,10.06,5,Blue,sup,SwordArt,Suning,Leona,LeBlanc,Rek'Sai,Kalista,Kassadin,Jax,2135,1,1,2,12,21,8,0,0,0,0,1,0,1,0,0.5902,0.815,,,,,,,,,,,,,,,,,,,,,,,,,,3007,84.5059,0.0456831,194.6136,476.0937,56,1.5738,14,0.3934,14,101,2.8384,8892,4261,119.7471,0.0918873,7150,,36,36,0,0,0,1.0117,2189,2062,10,2116,2138,10,73,-76,0,3486,2918,18,3365,3507,19,121,-589,-1
6074-7567,partial,https://lpl.qq.com/es/stats.shtml?bmid=6074,LPL,2020,Spring,0,4/12/2020 7:55,3,10.06,1,Blue,top,Bin,Suning,Ornn,LeBlanc,Rek'Sai,Kalista,Kassadin,Qiyana,2859,0,0,7,9,13,17,0,0,0,0,1,0,1,0,0.2728,0.6296,,,,,,,,,,,,,,,,,,,,,,,,,,25282,530.5771,0.221776,1053.914,1797.4816,13,0.2728,3,0.063,7,29,0.6086,15618,9510,199.5803,0.186419,15565,,337,328,9,5,0,7.0724,3058,4110,75,4245,5225,77,-1187,-1115,-2,5088,6926,124,6440,7781,127,-1352,-855,-3
6074-7567,partial,https://lpl.qq.com/es/stats.shtml?bmid=6074,LPL,2020,Spring,0,4/12/2020 7:55,3,10.06,2,Blue,jng,SofM,Suning,Sett,LeBlanc,Rek'Sai,Kalista,Kassadin,Qiyana,2859,0,1,3,8,13,17,0,0,0,0,1,0,1,0,0.2728,0.6296,,,,,,,,,,,,,,,,,,,,,,,,,,14408,302.3715,0.126388,868.1637,977.5866,22,0.4617,33,0.6925,21,85,1.7838,13810,7702,161.6369,0.150978,12800,,236,62,174,117,11,4.9528,3180,3343,65,2882,3066,53,298,277,12,4575,5040,96,4548,4458,76,27,582,20
6074-7567,partial,https://lpl.qq.com/es/stats.shtml?bmid=6074,LPL,2020,Spring,0,4/12/2020 7:55,3,10.06,3,Blue,mid,Angel,Suning,Zoe,LeBlanc,Rek'Sai,Kalista,Kassadin,Qiyana,2859,0,6,1,5,13,17,0,0,0,0,1,1,0,0,0.2728,0.6296,,,,,,,,,,,,,,,,,,,,,,,,,,37687,790.9129,0.330594,342.2036,218.2581,20,0.4197,12,0.2518,3,42,0.8814,18920,12812,268.8772,0.251147,16275,,374,353,21,20,0,7.8489,3616,4776,85,3375,4621,92,241,155,-7,5620,7297,136,5122,6610,128,498,687,8
6074-7567,partial,https://lpl.qq.com/es/stats.shtml?bmid=6074,LPL,2020,Spring,0,4/12/2020 7:55,3,10.06,4,Blue,bot,huanfeng,Suning,Miss Fortune,LeBlanc,Rek'Sai,Kalista,Kassadin,Qiyana,2859,0,5,3,3,13,17,0,0,0,0,0,0,0,0,0.2728,0.6296,,,,,,,,,,,,,,,,,,,,,,,,,,31222,655.2361,0.273882,296.8311,641.0283,20,0.4197,27,0.5666,4,68,1.4271,23436,17328,363.6516,0.339671,21800,,561,482,79,62,4,11.7733,3166,2997,83,3265,3134,90,-99,-137,-7,4962,5151,124,5013,4822,127,-51,329,-3
6074-7567,partial,https://lpl.qq.com/es/stats.shtml?bmid=6074,LPL,2020,Spring,0,4/12/2020 7:55,3,10.06,5,Blue,sup,SwordArt,Suning,Thresh,LeBlanc,Rek'Sai,Kalista,Kassadin,Qiyana,2859,0,1,3,11,13,17,0,0,0,0,1,0,1,0,0.2728,0.6296,,,,,,,,,,,,,,,,,,,,,,,,,,5399,113.3054,0.0473605,320.7345,220.4197,91,1.9098,13,0.2728,27,145,3.043,9770,3662,76.852,0.0717847,8600,,35,35,0,0,0,0.7345,2140,2587,12,2007,2597,12,133,-10,0,3306,3771,22,3185,3432,18,121,339,4
6081-7586,partial,https://lpl.qq.com/es/stats.shtml?bmid=6081,LPL,2020,Spring,0,4/14/2020 9:06,1,10.06,6,Red,top,Bin,Suning,Wukong,Olaf,Kalista,Aphelios,Renekton,Rek'Sai,2682,0,4,5,4,12,19,1,0,0,0,1,1,0,0,0.2685,0.6935,,,,,,,,,,,,,,,,,,,,,,,,,,29684,664.0716,0.252649,905.9732,1135.9732,15,0.3356,10,0.2237,11,42,0.9396,14334,8587,192.1029,0.20734,13750,,238,222,16,9,0,5.3244,4056,4573,85,2953,4285,70,1103,288,15,5641,6882,130,4714,7151,118,927,-269,12
6081-7586,partial,https://lpl.qq.com/es/stats.shtml?bmid=6081,LPL,2020,Spring,0,4/14/2020 9:06,1,10.06,7,Red,jng,SofM,Suning,Gragas,Olaf,Kalista,Aphelios,Renekton,Rek'Sai,2682,0,2,5,6,12,19,0,0,0,0,1,0,1,0,0.2685,0.6935,,,,,,,,,,,,,,,,,,,,,,,,,,19004,425.1454,0.161749,780.0224,468.7919,53,1.1857,17,0.3803,22,93,2.0805,12331,6584,147.2931,0.158977,11150,,180,40,140,121,0,4.0268,3390,3291,64,2864,3162,61,526,129,3,4647,4986,94,4455,4540,90,192,446,4
6081-7586,partial,https://lpl.qq.com/es/stats.shtml?bmid=6081,LPL,2020,Spring,0,4/14/2020 9:06,1,10.06,8,Red,mid,Angel,Suning,Galio,Olaf,Kalista,Aphelios,Renekton,Rek'Sai,2682,0,1,1,9,12,19,0,0,0,0,1,0,1,0,0.2685,0.6935,,,,,,,,,,,,,,,,,,,,,,,,,,18012,402.953,0.153305,437.1365,506.4653,31,0.6935,6,0.1342,15,50,1.1186,15274,9527,213.132,0.230037,15425,,319,309,10,9,0,7.1365,3171,4506,75,3258,4740,89,-87,-234,-14,4808,6879,124,5683,7304,139,-875,-425,-15
6081-7586,partial,https://lpl.qq.com/es/stats.shtml?bmid=6081,LPL,2020,Spring,0,4/14/2020 9:06,1,10.06,9,Red,bot,huanfeng,Suning,Miss Fortune,Olaf,Kalista,Aphelios,Renekton,Rek'Sai,2682,0,4,3,5,12,19,0,0,0,0,0,0,0,0,0.2685,0.6935,,,,,,,,,,,,,,,,,,,,,,,,,,46394,1037.8971,0.394873,603.2215,483.736,19,0.4251,14,0.3132,4,53,1.1857,19146,13399,299.7539,0.323528,17980,,423,348,75,63,0,9.4631,3054,3167,77,3717,3519,96,-663,-352,-19,4570,5128,123,6222,5565,153,-1652,-437,-30
6081-7586,partial,https://lpl.qq.com/es/stats.shtml?bmid=6081,LPL,2020,Spring,0,4/14/2020 9:06,1,10.06,10,Red,sup,SwordArt,Suning,Taric,Olaf,Kalista,Aphelios,Renekton,Rek'Sai,2682,0,1,5,6,12,19,0,0,0,0,0,0,0,0,0.2685,0.6935,,,,,,,,,,,,,,,,,,,,,,,,,,4397,98.3669,0.0374241,536.6667,601.2528,65,1.4541,5,0.1119,14,76,1.7002,9065,3318,74.2282,0.0801176,8550,,37,37,0,0,0,0.8277,2053,2618,15,2256,2238,13,-203,380,2,3031,4057,21,3375,3401,19,-344,656,2
6081-7589,complete,https://lpl.qq.com/es/stats.shtml?bmid=6081,LPL,2020,Spring,0,4/14/2020 10:11,2,10.06,6,Red,top,Bin,Suning,Wukong,Olaf,Kalista,Aphelios,LeBlanc,Sylas,2091,1,5,0,8,17,5,1,0,0,0,0,0,0,0,0.4878,0.6313,,,,,,,,,,,,,,,,,,,,,,,,,,16645,477.6184,0.217764,662.6112,772.6542,12,0.3443,13,0.373,10,38,1.0904,15771,11230,322.2382,0.273644,14308,,329,299,30,17,7,9.4405,3662,4402,77,3123,4581,69,539,-179,8,6226,6946,130,4788,6867,104,1438,79,26
6081-7589,complete,https://lpl.qq.com/es/stats.shtml?bmid=6081,LPL,2020,Spring,0,4/14/2020 10:11,2,10.06,7,Red,jng,SofM,Suning,Trundle,Olaf,Kalista,Aphelios,LeBlanc,Sylas,2091,1,0,2,13,17,5,0,0,0,0,0,0,0,0,0.4878,0.6313,,,,,,,,,,,,,,,,,,,,,,,,,,5074,145.5954,0.0663823,1060.7747,637.5323,49,1.406,20,0.5739,16,107,3.0703,9574,5033,144.4189,0.122637,8575,,149,33,116,69,15,4.2755,2918,3064,58,3158,2522,50,-240,542,8,4500,5372,87,4872,4568,86,-372,804,1
6081-7589,complete,https://lpl.qq.com/es/stats.shtml?bmid=6081,LPL,2020,Spring,0,4/14/2020 10:11,2,10.06,8,Red,mid,Angel,Suning,Corki,Olaf,Kalista,Aphelios,LeBlanc,Sylas,2091,1,5,0,8,17,5,0,0,0,0,0,0,0,0,0.4878,0.6313,,,,,,,,,,,,,,,,,,,,,,,,,,27956,802.1808,0.365744,615.8393,286.4562,21,0.6026,4,0.1148,10,39,1.1191,15386,10845,311.1908,0.264263,15233,,344,308,36,33,0,9.8709,3730,4840,87,3254,4675,86,476,165,1,5930,7192,139,4938,7438,137,992,-246,2
6081-7589,complete,https://lpl.qq.com/es/stats.shtml?bmid=6081,LPL,2020,Spring,0,4/14/2020 10:11,2,10.06,9,Red,bot,huanfeng,Suning,Miss Fortune,Olaf,Kalista,Aphelios,LeBlanc,Sylas,2091,1,7,2,4,17,5,1,0,0,0,0,0,0,0,0.4878,0.6313,,,,,,,,,,,,,,,,,,,,,,,,,,22240,638.1636,0.290962,258.5079,334.3759,14,0.4017,15,0.4304,2,48,1.3773,15551,11010,315.9254,0.268283,13150,,331,271,60,46,0,9.4978,3372,2958,70,3731,3221,83,-359,-263,-13,5328,5251,126,6541,5233,147,-1213,18,-21
6081-7589,complete,https://lpl.qq.com/es/stats.shtml?bmid=6081,LPL,2020,Spring,0,4/14/2020 10:11,2,10.06,10,Red,sup,SwordArt,Suning,Braum,Olaf,Kalista,Aphelios,LeBlanc,Sylas,2091,1,0,1,9,17,5,0,0,0,0,0,0,0,1,0.4878,0.6313,,,,,,,,,,,,,,,,,,,,,,,,,,4521,129.7274,0.0591475,413.429,471.0187,57,1.6356,9,0.2582,15,81,2.3242,7462,2921,83.8164,0.0711724,6850,,34,34,0,0,0,0.9756,2139,2678,12,2246,2236,16,-107,442,-4,3220,3640,19,3400,4024,23,-180,-384,-4
6081-7592,complete,https://lpl.qq.com/es/stats.shtml?bmid=6081,LPL,2020,Spring,0,4/14/2020 11:03,3,10.06,6,Red,top,Bin,Suning,Renekton,Kalista,Olaf,Aphelios,Qiyana,Galio,1829,1,4,2,8,20,8,2,0,0,0,0,0,0,0,0.6561,0.8857,,,,,,,,,,,,,,,,,,,,,,,,,,12555,411.8644,0.170364,893.3734,678.2723,9,0.2952,3,0.0984,7,21,0.6889,12788,8781,288.059,0.235515,11260,,265,244,21,8,8,8.6933,3433,4713,88,3119,4706,79,314,7,9,5119,7109,136,4791,7121,116,328,-12,20
6081-7592,complete,https://lpl.qq.com/es/stats.shtml?bmid=6081,LPL,2020,Spring,0,4/14/2020 11:03,3,10.06,7,Red,jng,SofM,Suning,Lee Sin,Kalista,Olaf,Aphelios,Qiyana,Galio,1829,1,6,2,10,20,8,1,0,0,0,0,0,0,0,0.6561,0.8857,,,,,,,,,,,,,,,,,,,,,,,,,,10287,337.4631,0.139589,861.0607,927.1296,22,0.7217,11,0.3609,13,46,1.509,11331,7324,240.2624,0.196438,10350,,155,17,138,106,0,5.0847,3497,2996,58,2787,2611,53,710,385,5,5352,5099,100,4349,3969,69,1003,1130,31
6081-7592,complete,https://lpl.qq.com/es/stats.shtml?bmid=6081,LPL,2020,Spring,0,4/14/2020 11:03,3,10.06,8,Red,mid,Angel,Suning,LeBlanc,Kalista,Olaf,Aphelios,Qiyana,Galio,1829,1,6,0,9,20,8,1,0,0,0,0,0,0,0,0.6561,0.8857,,,,,,,,,,,,,,,,,,,,,,,,,,20766,681.2247,0.281783,360.8857,160.9076,11,0.3609,5,0.164,5,19,0.6233,11851,7844,257.3209,0.210385,11175,,217,200,17,12,1,7.1186,2838,4307,63,3264,4088,67,-426,219,-4,4380,6237,106,5673,6341,112,-1293,-104,-6
6081-7592,complete,https://lpl.qq.com/es/stats.shtml?bmid=6081,LPL,2020,Spring,0,4/14/2020 11:03,3,10.06,9,Red,bot,huanfeng,Suning,Miss Fortune,Kalista,Olaf,Aphelios,Qiyana,Galio,1829,1,4,2,14,20,8,0,0,0,0,0,0,0,1,0.6561,0.8857,,,,,,,,,,,,,,,,,,,,,,,,,,24799,813.5265,0.336509,331.6566,332.936,14,0.4593,10,0.328,3,44,1.4434,14168,10161,333.3297,0.272527,12725,,296,259,37,23,8,9.7102,3204,3499,83,3142,3123,78,62,376,5,5113,5924,130,5263,6210,139,-150,-286,-9
6081-7592,complete,https://lpl.qq.com/es/stats.shtml?bmid=6081,LPL,2020,Spring,0,4/14/2020 11:03,3,10.06,10,Red,sup,SwordArt,Suning,Braum,Kalista,Olaf,Aphelios,Qiyana,Galio,1829,1,0,2,18,20,8,0,0,0,0,0,0,0,0,0.6561,0.8857,,,,,,,,,,,,,,,,,,,,,,,,,,5288,173.4718,0.0717552,437.649,427.4139,49,1.6074,3,0.0984,17,56,1.8371,7181,3174,104.1225,0.085134,6575,,23,23,0,0,0,0.7545,2069,2191,9,2002,2146,10,67,45,-1,3011,2925,16,3198,3485,21,-187,-560,-5
6094-7659,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 11:37,1,10.06,6,Red,top,Bin,Suning,Wukong,Aphelios,Ornn,Elise,Syndra,Lissandra,1746,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,5043,173.299,0.120738,522.4055,547.1478,8,0.2749,5,0.1718,3,25,0.8591,10831,6994,240.3436,0.285116,10233,,272,257,15,6,4,9.3471,3126,4711,81,3213,4954,77,-87,-243,4,5121,7638,144,5003,8002,133,118,-364,11
6094-7659,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 11:37,1,10.06,7,Red,jng,SofM,Suning,Trundle,Aphelios,Ornn,Elise,Syndra,Lissandra,1746,0,0,3,0,0,11,0,0,0,0,0,0,0,1,0,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,2842,97.6632,0.0680425,1009.8969,828.6598,33,1.134,14,0.4811,13,58,1.9931,8217,4380,150.5155,0.178548,8225,,169,19,150,124,8,5.8076,2978,3094,57,3216,3564,64,-238,-470,-7,4376,4642,89,4898,5700,103,-522,-1058,-14
6094-7659,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 11:37,1,10.06,8,Red,mid,Angel,Suning,LeBlanc,Aphelios,Ornn,Elise,Syndra,Lissandra,1746,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,13153,451.9931,0.314906,399.5533,230.0687,13,0.4467,9,0.3093,6,31,1.0653,9201,5364,184.3299,0.218664,9150,,245,241,4,4,0,8.4192,3337,4810,91,3952,4654,88,-615,156,3,5206,7866,149,5880,7674,148,-674,192,1
6094-7659,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 11:37,1,10.06,9,Red,bot,huanfeng,Suning,Ezreal,Aphelios,Ornn,Elise,Syndra,Lissandra,1746,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,19186,659.3127,0.459347,534.9141,287.8351,12,0.4124,10,0.3436,6,37,1.2715,10067,6230,214.0893,0.253969,9733,,276,255,21,19,0,9.4845,3426,3621,97,3468,3545,94,-42,76,3,4888,5259,138,5129,5438,139,-241,-179,-1
6094-7659,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 11:37,1,10.06,10,Red,sup,SwordArt,Suning,Tahm Kench,Aphelios,Ornn,Elise,Syndra,Lissandra,1746,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,1544,53.0584,0.0369661,498.5223,599.3127,43,1.4777,4,0.1375,11,58,1.9931,5400,1563,53.7113,0.0637031,4925,,32,32,0,0,0,1.0997,1895,2317,10,2072,2365,12,-177,-48,-2,2984,3996,25,3178,3154,16,-194,842,9
6094-7661,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 12:22,2,10.06,6,Red,top,Bin,Suning,Wukong,Aphelios,Ornn,Elise,Thresh,Mordekaiser,2159,1,7,6,9,24,19,3,0,0,0,0,0,0,0,0.667,1.195,,,,,,,,,,,,,,,,,,,,,,,,,,25356,704.6596,0.252701,741.1487,828.1612,12,0.3335,6,0.1667,8,28,0.7781,14203,9523,264.6503,0.23371,13633,,250,225,25,16,0,6.9477,3310,3971,75,3652,4679,76,-342,-708,-1,4839,6068,112,5999,6956,115,-1160,-888,-3
6094-7661,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 12:22,2,10.06,7,Red,jng,SofM,Suning,Trundle,Aphelios,Ornn,Elise,Thresh,Mordekaiser,2159,1,3,3,18,24,19,0,0,0,0,1,0,1,0,0.667,1.195,,,,,,,,,,,,,,,,,,,,,,,,,,8243,229.0783,0.0821507,1183.9926,1334.0065,65,1.8064,27,0.7503,16,135,3.7517,11277,6597,183.3349,0.161902,10350,,167,38,129,65,21,4.641,3364,3579,58,3209,2902,40,155,677,18,5041,6092,85,4653,4972,67,388,1120,18
6094-7661,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 12:22,2,10.06,8,Red,mid,Angel,Suning,Syndra,Aphelios,Ornn,Elise,Thresh,Mordekaiser,2159,1,9,2,12,24,19,2,0,0,0,1,1,0,0,0.667,1.195,,,,,,,,,,,,,,,,,,,,,,,,,,31695,880.8245,0.315876,260.8152,233.9972,17,0.4724,5,0.139,5,32,0.8893,14845,10165,282.4919,0.249466,12825,,260,232,28,28,0,7.2256,3862,4423,71,3377,4327,71,485,96,0,6374,6638,111,5128,6363,100,1246,275,11
6094-7661,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 12:22,2,10.06,9,Red,bot,huanfeng,Suning,Ezreal,Aphelios,Ornn,Elise,Thresh,Mordekaiser,2159,1,5,4,10,24,19,1,0,0,0,0,0,0,0,0.667,1.195,,,,,,,,,,,,,,,,,,,,,,,,,,29615,823.0199,0.295146,424.0296,401.5748,13,0.3613,14,0.3891,3,40,1.1116,15960,11280,313.4785,0.27683,15225,,300,265,35,25,4,8.3372,3406,2786,75,3027,2820,72,379,-34,3,5711,5474,127,5562,6145,134,149,-671,-7
6094-7661,complete,https://lpl.qq.com/es/stats.shtml?bmid=6094,LPL,2020,Spring,0,4/18/2020 12:22,2,10.06,10,Red,sup,SwordArt,Suning,Rakan,Aphelios,Ornn,Elise,Thresh,Mordekaiser,2159,1,0,4,18,24,19,0,0,0,0,0,0,0,0,0.667,1.195,,,,,,,,,,,,,,,,,,,,,,,,,,5431,150.931,0.054126,440.5651,739.2867,63,1.7508,14,0.3891,21,100,2.7791,7862,3182,88.4298,0.0780922,7325,,34,34,0,0,0,0.9449,2058,2534,10,2232,3046,12,-174,-512,-2,3218,3374,19,3496,4470,20,-278,-1096,-1
